MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
cg26090652,hsa-miR-191,cg06690548,cg02489552,cg24670715,hsa-miR-432,cg12864235,cg25076881,cg26832211,hsa-miR-99a,cg12864235,hsa-miR-150,cg00840516,cg16003238,hsa-miR-517c_hsa-miR-519a,cg02654291,hsa-miR-30a,hsa-miR-423-3p,cg02654291,cg02489552,cg19832721,hsa-miR-30a,cg01869233,hsa-miR-423-3p,hsa-miR-29a,hsa-miR-34a,cg01869233
cg21663431,hsa-miR-190b,hsa-miR-34a,cg12864235,hsa-miR-29a,hsa-miR-129-3p,cg04983977,cg02347487,cg02654291,cg01869233,hsa-miR-125a-5p,hsa-miR-132,cg01612158,cg15984661,hsa-miR-99b,cg24362726,hsa-miR-885-5p,hsa-miR-146b-5p,hsa-miR-885-5p,cg16003238,cg06946880,hsa-miR-29a,hsa-miR-99a,cg12845808,hsa-miR-548a-3p,cg19832721,hsa-miR-99a
hsa-miR-126,hsa-miR-181c,cg19832721,cg06946880,cg24765079,cg06220958,hsa-miR-132,cg27159719,cg06946880,cg20664201,cg11761535,hsa-miR-548a-3p,cg01869233,cg22472290,hsa-miR-431,cg19832721,cg00745735,hsa-miR-29a,cg19832721,cg12864235,hsa-miR-146b-5p,cg01869233,hsa-miR-29a,hsa-miR-129-3p,cg16361890,cg22442730,hsa-miR-29a
hsa-miR-100,cg00174500,cg02489552,cg11052143,cg15984661,cg02489552,cg23616741,cg02654291,hsa-miR-1912,cg00727590,ebv-miR-BART2-5p,cg24134767,cg02008416,cg24670715,hsa-miR-95,cg02008416,hsa-miR-29a,cg02008416,cg22442730,cg22442730,cg12864235,hsa-miR-125a-5p,hsa-miR-548a-3p,hsa-miR-548a-3p,hsa-miR-99a,hsa-miR-423-3p,hsa-miR-548a-3p
cg04488758,hsa-miR-16,hsa-miR-99b,cg12981137,cg04983977,cg07412254,cg20217872,cg24670715,cg02347487,hsa-miR-548a-3p,hsa-miR-548a-3p,cg16361890,cg02010852,cg04983977,hsa-miR-100,cg12864235,cg12845808,cg01869233,cg02008416,hsa-miR-125a-5p,cg02654291,cg12845808,hsa-miR-423-3p,hsa-miR-885-5p,cg23616741,cg16003238,hsa-miR-423-3p
cg00597076,hsa-miR-15b,cg00745735,hsa-miR-423-3p,cg11761535,cg08578641,hsa-miR-656,hsa-miR-324-5p,hsa-miR-125a-5p,cg12845808,hsa-miR-99a,cg12864235,cg02347487,cg01869233,hsa-miR-504,hsa-miR-146b-5p,cg12052765,hsa-miR-375,cg16003238,cg01869233,cg22442730,cg19832721,cg21301148,hsa-miR-517c_hsa-miR-519a,cg01869233,cg06946880,cg21301148
cg12864235,hsa-miR-15a,cg02347487,hsa-miR-146b-5p,cg19368582,hsa-miR-133b,hsa-miR-100,cg12845808,hsv1-miR-H3,hsa-let-7e,hsa-miR-29a,hsa-miR-423-3p,cg02397720,cg11761535,hsa-miR-1260,cg24765079,hsa-miR-181c,cg06946880,cg09705062,cg02008416,cg02008416,cg12864235,hsa-miR-125a-5p,hsa-miR-99b,cg24134767,hsa-miR-99a,hsa-miR-125a-5p
cg24670715,hsa-miR-154,hsa-miR-206,cg11761535,cg00840516,hsa-miR-106b,cg05512756,cg17398613,hsa-miR-194,hsa-miR-132,cg06690548,cg11761535,cg02489552,cg19368582,hsa-miR-410,hsa-miR-99a,cg02008416,cg22442730,hsa-miR-146b-5p,cg02654291,cg01869233,cg02654291,hsa-miR-34a,hsa-miR-95,cg00727590,hsa-miR-548a-3p,hsa-miR-34a
cg25076881,hsa-miR-153,cg22398616,cg12845808,cg22472290,cg22442730,hsa-miR-584,cg26832211,cg15517609,hsa-miR-423-3p,cg21301148,cg12845808,cg02595219,cg07412254,hsa-let-7i,hsa-miR-129-3p,hsa-miR-99b,hsa-miR-504,cg24362726,cg06946880,hsa-miR-125a-5p,cg04983977,hsa-miR-375,hsa-miR-504,hsa-miR-1308,cg01869233,hsa-miR-375
hsa-miR-194,hsa-miR-152,hsa-miR-1246,cg15984661,cg05697249,hsa-miR-99a,cg18343292,cg14851685,cg15780361,cg16361890,hsa-miR-1308,hsa-miR-29a,cg02654291,cg05697249,hsa-miR-99a,cg22442730,cg02489552,cg21301148,hsa-miR-129-3p,hsa-miR-423-3p,cg24362726,hsa-miR-548a-3p,cg06946880,hsa-miR-133b,hsa-miR-150,cg02654291,cg06946880
hsa-miR-410,hsa-miR-151-5p,hsa-miR-885-5p,cg03003745,cg13288195,cg14851685,cg00095526,cg11126134,cg09705062,hsa-miR-660,cg20664201,cg20664201,cg02932167,cg18182399,hsa-miR-25,cg00745735,cg02347487,hsa-miR-34a,cg00745735,cg24765079,hsa-miR-423-3p,hsa-miR-423-3p,cg16361890,hsa-miR-432,hsa-miR-133a,cg02008416,cg16361890
hsa-miR-140-3p,hsa-miR-151-3p,cg02008416,hsa-miR-99a,cg19264571,cg12981137,hsa-miR-148a,cg05512756,cg13043509,cg12864235,cg12845808,cg23616741,cg03003745,cg20217872,hsa-miR-19b,cg01869233,cg22442730,hsa-miR-885-5p,cg01869233,hsa-miR-99a,cg00745735,cg11761535,cg22442730,hsa-miR-29a,cg21301148,hsa-miR-125a-5p,cg22442730
hsa-miR-488,hsa-miR-150,cg16003238,cg06220958,cg18182399,cg19832721,cg19368582,hsa-miR-133a,cg24362726,cg23616741,hcmv-miR-UL70-3p,ebv-miR-BART2-5p,cg03258472,cg02008416,hsa-miR-34a,hsa-miR-504,cg06690548,cg19485804,hsa-miR-125a-5p,cg00745735,cg24765079,cg02347487,cg02008416,hsa-miR-146b-5p,hsa-miR-1912,hsa-miR-99b,cg23616741
hsa-miR-129-5p,hsa-miR-149,hsa-miR-375,cg18988110,cg20217872,cg24765079,hsa-miR-200a,cg08578641,hsa-miR-485-5p,cg27104271,hsa-miR-375,hsa-miR-95,cg03389133,cg13288195,hsa-miR-520e,cg21301148,cg18986273,hsa-miR-125a-5p,hsa-miR-423-3p,hsa-miR-99b,hsa-miR-99a,cg15984661,cg23616741,hsa-miR-484,hsa-miR-375,hsa-miR-150,cg02008416
cg00204262,hsa-miR-199b-5p,cg09705062,hsa-miR-25,cg10923408,cg12864235,hsa-miR-548a-3p,hsa-miR-520e,cg12981137,cg11761535,cg23616741,hsa-miR-133a,cg03400060,cg02347487,hsa-miR-146b-5p,hsa-miR-99b,cg00840516,cg00745735,cg15780361,cg15984661,hsa-miR-129-3p,cg22472290,cg00727590,cg02654291,cg20664201,cg24362726,cg00727590
kshv-miR-K12-4-5p,hsa-miR-19b,cg19485804,cg02654291,cg10942056,cg04983977,cg09656934,hsa-miR-423-3p,hsa-miR-154,hsa-miR-133a,hsa-miR-149,cg00727590,cg03453449,cg19264571,hsa-miR-335,cg00466249,cg02654291,hsa-miR-99a,hsa-miR-150,cg15780361,hsa-miR-375,cg22442730,cg24362726,cg19485804,hsa-miR-33a,cg19485804,cg24362726
hsa-miR-99b,hsa-miR-200a,cg18986273,hsa-miR-548h,cg07412254,hsa-miR-25,cg07730301,hsa-miR-369-3p,ebv-miR-BART8,cg19504245,cg18988110,hsa-miR-660,cg03852570,cg17071957,hsa-miR-484,hsa-miR-375,hsa-miR-95,cg24362726,hsa-miR-34a,cg21301148,cg09705062,hsa-miR-99a,cg19485804,cg12981137,cg02008416,cg21301148,cg02654291
hsa-miR-361-3p,hsa-miR-203,hsa-miR-143,hsa-miR-100,cg02008416,cg20300246,hsa-miR-2117,cg05668853,hsa-miR-152,cg00777121,cg09705062,hsa-miR-1308,cg03870261,cg06220958,hsa-miR-375,hsa-miR-423-3p,hsa-miR-432,hsa-miR-129-3p,cg09656934,cg06220958,hsa-miR-504,cg06220958,hsa-miR-99b,cg13633560,cg12864235,cg09656934,cg19485804
cg16382322,hsa-miR-29c,hsa-miR-133a,hsa-miR-335,cg00095526,cg03400060,cg10942056,cg12052765,hsa-miR-93,hsa-miR-34a,hsa-miR-34a,hsa-miR-767-5p,cg03972838,cg03003745,hsa-miR-744,hsa-miR-34a,cg01869233,cg06220958,hsa-miR-375,hsa-miR-375,hsa-miR-99b,cg19368582,cg00745735,cg19368582,hsa-miR-34a,hsa-let-7i,hsa-miR-99b
cg27132814,hsa-miR-29b,cg20217872,hsa-miR-130b,cg11136562,cg02008416,hsa-miR-204,cg19832721,hsa-miR-10b,hsa-miR-95,hsa-miR-767-5p,hsa-miR-34a,cg04451770,cg06946880,hsa-miR-149,hsa-miR-432,cg03852570,hsa-miR-99b,cg04983977,cg24362726,cg21301148,cg02008416,cg02654291,cg11761535,hsa-miR-149,cg00745735,hsa-miR-1912
hsa-miR-128,hsa-miR-29a,cg00727590,cg05382123,cg26832211,hsa-miR-151-3p,cg21301148,hsa-miR-203,hsa-miR-378,hsa-miR-767-5p,cg24765079,cg21301148,cg04488758,cg16361890,hsa-miR-200a,cg09705062,cg24134767,cg02654291,cg07193504,hsa-miR-150,cg15984661,cg20217872,hsa-miR-1912,cg04983977,cg22442730,hsa-miR-375,cg00745735
hsa-miR-7,hsa-miR-299-5p,hsa-miR-152,hsa-miR-129-3p,cg25982743,cg19485804,cg25076881,hsa-miR-432,cg00466249,cg02008416,hsa-miR-1912,hsa-miR-1912,cg04502814,cg00840516,hsa-miR-193b,cg15984661,cg11761535,cg09705062,hsa-miR-99a,hsa-miR-548a-3p,hsa-miR-548a-3p,cg24765079,cg16003238,cg15984661,cg24765079,hsa-miR-133a,hsa-miR-129-3p
cg03972838,hsa-miR-296-5p,cg22442730,hsa-let-7i,cg22585988,cg02010852,hsa-miR-29c,hsa-miR-504,hsa-let-7e,cg05898524,cg05898524,hsa-miR-378,cg04527918,cg10923408,hsa-miR-24,cg07193504,hsa-miR-146b-5p,cg13334277,cg13334277,hsa-miR-129-3p,hsa-miR-34a,cg08578641,cg18986273,cg24765079,cg19485804,hsa-miR-1912,cg16003238
hsa-miR-335,hsa-miR-27a,cg27104271,cg24670715,cg17826679,cg06946880,hsa-miR-2114,hsa-miR-142-3p,hsa-miR-204,hsa-miR-1308,cg16361890,hsa-miR-375,cg04983977,cg10942056,hsa-miR-30e,cg16361890,hsa-miR-1246,cg15984661,hsa-miR-504,hsa-miR-432,cg15780361,cg23616741,hsa-miR-129-3p,cg16003238,hsa-miR-660,cg00466249,cg18986273
cg26200585,hsa-miR-26a,cg08241785,hsa-miR-504,cg06946880,cg24670715,cg19485804,hsa-miR-106b,hsa-miR-375,ebv-miR-BART2-5p,hsa-miR-633,hcmv-miR-UL70-3p,cg05050341,cg00095526,hsa-miR-34b,hsa-miR-548a-3p,cg21671476,cg16361890,cg24765079,cg22472290,hsa-miR-150,hsa-miR-133a,cg09705062,cg06690548,hsa-miR-99b,hsa-miR-129-3p,cg09705062
hsa-miR-378,hsa-miR-25,hsa-miR-362-3p,cg24362726,cg05382123,hsa-miR-146b-5p,cg01869233,cg15210427,hsa-miR-140-5p,hcmv-miR-UL70-3p,hsa-miR-378,hsa-miR-34b,cg05232889,cg03400060,hsa-miR-451,cg06220958,hsa-miR-496,cg18986273,kshv-miR-K12-4-5p,hsa-miR-504,hsa-miR-432,hsa-miR-34a,hsa-miR-504,cg01869233,hsa-miR-125a-5p,hsa-miR-1246,hsa-miR-504
hsa-miR-34b,hsa-miR-24,hsa-miR-29c,cg07412254,cg03003745,cg17826679,cg26090652,cg17826679,hsa-miR-451,cg24362726,hsa-miR-34b,cg19504245,cg05245515,cg05382123,hsa-miR-31,cg13334277,cg15780361,cg09656934,cg21301148,hsa-miR-34a,cg06220958,cg21301148,hsa-miR-95,cg15780361,hsa-miR-34b,cg16361890,hsa-miR-95
cg27016307,hsa-miR-23b,cg06946880,cg12793610,cg24322623,hsa-miR-100,hsa-miR-504,hsa-miR-1,hsa-miR-191,hsa-miR-375,cg27104271,hsa-miR-33a,cg05256043,hsa-miR-433,hsa-miR-377,cg15517609,cg24765079,cg15517609,cg00466249,cg04983977,cg00466249,hsa-miR-375,cg24134767,cg02489552,cg27104271,cg22398616,cg24765079
hsa-miR-424,hsa-miR-221,kshv-miR-K12-4-5p,hsa-miR-1299,cg17071957,cg06849477,cg15984661,hsa-miR-149,cg02010852,hsa-miR-29a,hsa-miR-24,cg13334277,cg05382123,cg17826679,hsa-miR-148b,hsa-miR-1912,cg11052143,kshv-miR-K12-4-5p,cg19485804,cg02347487,cg07193504,cg16361890,cg24765079,cg22442730,cg00745735,cg00727590,cg00466249
hsa-miR-517c_hsa-miR-519a,hsa-miR-220a,hsa-miR-488,hsa-miR-151-3p,cg13547644,cg24362726,cg12845808,hsa-miR-103,hsa-miR-21,hsa-miR-33a,hsa-miR-577,cg05898524,cg05429895,cg00745735,hsa-miR-142-3p,cg09656934,cg20300246,cg24765079,cg05973262,cg09705062,cg04983977,hsa-miR-432,cg09656934,hsa-miR-129-5p,cg16003238,cg09705062,cg09656934
cg21301148,hsa-miR-219-5p,hsa-miR-767-5p,cg00745735,cg04527918,hsa-miR-885-5p,cg12981137,cg19954000,hsa-miR-27a,cg22442730,cg18986273,cg02008416,cg05512756,hsa-miR-129-3p,hsa-miR-23b,cg14851685,cg15984661,hsa-miR-133a,hsa-miR-30a,cg24670715,cg09656934,cg24670715,cg00466249,hsa-miR-125a-5p,cg00777121,hsa-miR-767-5p,cg07193504
hsa-miR-2114,hsa-miR-218,cg07193504,cg27016307,cg02595219,cg19504245,hsa-let-7i,hsa-miR-148b,cg24101578,hsa-miR-153,cg24134767,hsa-miR-149,cg05668853,cg13547644,hsa-miR-370,hsa-let-7i,cg04983977,cg24670715,cg15984661,cg18986273,cg13334277,cg06946880,cg07193504,hsa-miR-150,cg18986273,cg13334277,hsa-miR-34b
hsa-miR-369-3p,hsa-miR-216a,cg24362726,hsa-miR-190b,cg06220958,cg20692569,hsa-miR-651,hsa-miR-664,kshv-miR-K12-4-5p,hsa-miR-127-3p,hsa-miR-95,cg22442730,cg05670596,hsa-miR-133b,hsa-miR-128,cg05973262,hsa-miR-150,hsa-miR-433,hsa-miR-99b,cg16361890,cg16361890,hsa-miR-1308,hsa-miR-34b,hsa-miR-30a,hsa-miR-30a,hsa-miR-95,cg15517609
cg24134767,hsa-miR-2117,hsa-miR-520e,hsa-miR-34a,cg23477967,cg00466249,cg20910746,hsv1-miR-H1,hsa-miR-504,cg21301148,hsa-miR-106a_hsa-miR-17,cg19485804,cg05697249,cg26832211,hsa-miR-1912,cg18986273,hsa-miR-484,cg00466249,cg15517609,cg02010852,cg24670715,cg19485804,cg15517609,cg22472290,cg09656934,cg05973262,hsa-miR-149
hsa-miR-1305,hsa-miR-2114,hsa-miR-33a,cg01612158,cg21301148,cg09656934,hsa-miR-1275,cg00534274,cg11761535,hsa-miR-1246,cg00727590,hsa-miR-99b,cg05886367,cg08775230,hsa-miR-221,cg00727590,cg21301148,hsa-miR-432,cg18986273,cg19485804,cg18986273,hsa-miR-504,hsa-miR-149,cg20217872,hsa-miR-129-3p,cg18986273,cg02010852
cg10313673,hsa-miR-21,cg12845808,hsa-miR-455-3p,cg02010852,hsa-miR-99b,cg05973262,hsa-miR-122,hsa-miR-432,cg22398616,cg06946880,hsa-let-7e,cg05898524,cg02654291,hsa-miR-93,cg24670715,hsa-miR-595,cg04983977,cg24670715,hsa-miR-30a,cg15517609,hsa-miR-1912,cg02010852,cg02008416,cg24362726,cg07193504,hsa-miR-133a
hsa-let-7i,hsa-miR-206,cg12864235,hsa-miR-361-5p,cg16541031,cg21663431,cg16541031,cg00597076,cg13334277,hsa-miR-378,cg15517609,cg18988110,cg05973262,cg17465304,hsa-miR-346,hsa-miR-133a,hsa-miR-504,cg05973262,hsa-miR-432,hsa-miR-95,cg22472290,hsa-miR-99b,hsa-miR-133a,cg02347487,cg09705062,kshv-miR-K12-4-5p,cg24134767
hsa-miR-548j,hsa-miR-2054,cg12052765,hsa-miR-143,hsa-miR-133b,hsa-miR-34a,hsa-miR-590-5p,cg08727202,hsa-miR-34b,hsa-miR-1912,cg19485804,cg00745735,cg06117855,cg00597076,hsa-miR-194,cg19485804,hsa-miR-375,hsa-let-7i,cg22472290,cg07193504,cg02010852,cg07412254,cg24670715,cg08578641,cg06946880,cg15517609,cg24670715
cg21838334,hsa-miR-204,cg18343292,cg16382322,hsa-miR-433,cg25947945,hsa-miR-125a-5p,hsa-miR-433,cg07193504,hsa-miR-34b,cg07193504,cg00777121,cg06220958,cg20300246,hsa-miR-487b,hsa-miR-95,hsa-miR-206,cg02010852,hsa-let-7i,hsa-miR-1912,hsa-miR-30a,cg27104271,cg05973262,cg24134767,hsa-let-7i,cg00095526,cg05973262
hsa-miR-525-5p,hsa-miR-148b,hsa-miR-494,hsa-miR-133b,cg00597076,hsa-miR-2054,cg25982743,hsa-miR-154,hsa-miR-455-3p,hsa-miR-525-5p,cg13547644,cg27104271,cg06344807,cg23477967,hsa-miR-485-5p,hsa-miR-133b,cg06220958,cg14851685,cg06220958,cg00466249,hsa-miR-1912,ebv-miR-BART2-5p,cg14851685,cg11052143,cg19504245,cg21062347,hsa-let-7i
cg03852570,hsa-miR-148a,cg00466249,hsa-miR-29a,cg27243140,hsa-miR-204,hsa-miR-516a-3p,cg17939444,hsa-miR-199b-5p,cg00745735,hsa-miR-129-3p,cg18986273,cg06637893,cg27243140,hsa-miR-590-5p,cg22398616,hsa-miR-423-3p,cg00095526,hsa-miR-548a-3p,cg09656934,cg19485804,cg17826679,hsa-let-7i,cg24670715,hsa-miR-1246,cg18988110,cg14851685
cg02008416,hsa-miR-146b-5p,hsa-miR-432,cg03389133,cg20483374,cg22585988,hsa-miR-129-5p,cg13288195,hsa-miR-133a,cg06946880,hsa-miR-520e,cg09656934,cg06690548,cg11136562,hsa-miR-203,cg02010852,cg16003238,hsa-miR-95,cg02347487,cg15517609,hsa-let-7i,cg24362726,cg27104271,cg00840516,cg16970828,cg06220958,hsa-miR-150
cg15517609,hsa-miR-1266,cg13334277,hsa-miR-520d-3p,cg04488758,hsa-miR-23b,hsa-miR-98,cg13299148,hsa-miR-522,cg15517609,cg24362726,hsa-miR-129-3p,cg06849477,cg12556134,hsa-miR-320a,cg02489552,hsa-miR-361-5p,cg00727590,cg14851685,hsa-miR-133a,cg02347487,cg09705062,hsa-miR-150,cg05697249,cg05973262,cg24765079,hsa-miR-520e
cg08727202,hsa-miR-126,cg13673514,hsa-miR-517c_hsa-miR-519a,cg09705062,cg15517609,hsa-miR-455-3p,cg15789095,hsa-miR-146b-5p,cg09656934,hsa-miR-133a,cg13043509,cg06933965,cg25982743,hsa-miR-15b,cg18988110,hsa-miR-548a-3p,cg15780361,cg23616741,cg00727590,cg05973262,hsa-miR-767-5p,hsa-miR-520e,cg13288195,hsa-miR-127-3p,hsa-miR-34b,cg13633560
hsa-miR-127-3p,hsa-miR-125b,cg22534509,hsa-miR-656,cg10978355,cg13334277,cg16361890,cg00745735,cg06220958,kshv-miR-K12-4-5p,cg00204262,cg24362726,cg06946880,cg02010852,hsa-miR-548a-3p,cg00095526,cg08578641,cg05668853,cg27016307,cg14851685,cg14851685,cg00745735,cg13633560,cg19264571,hsa-miR-767-5p,cg14851685,cg27104271
cg12981137,hsa-miR-125a-5p,cg09656934,cg05973262,cg05232889,hsa-miR-517c_hsa-miR-519a,hsa-miR-93,hsa-miR-767-5p,hsa-miR-149,cg00466249,hsv1-miR-H8,hsa-miR-525-5p,cg07193504,cg16604516,hsa-miR-450b-5p,hsa-miR-1246,kshv-miR-K12-4-5p,cg22398616,cg02010852,cg23616741,hsa-miR-133a,cg18986273,hsa-miR-1246,cg07412254,cg15517609,cg27104271,hsa-miR-1246
cg27104271,hsa-miR-1246,cg17506742,hsa-miR-19b,cg24623694,cg15127733,cg21062347,hsa-miR-1266,cg05670596,cg13043509,hsa-miR-660,cg09705062,cg07197059,cg02595219,hsa-miR-33a,hsa-miR-100,hsa-miR-99a,hsa-miR-520e,cg16361890,hsa-let-7i,cg00727590,cg11052143,hsa-miR-33a,cg18182399,hsa-miR-24,hsa-miR-484,hsa-miR-33a
cg21671476,hsa-miR-122,hsa-miR-24,cg26090652,cg06849477,cg05382123,hsa-miR-885-5p,cg05973262,hsa-miR-590-5p,cg18988110,hsa-miR-99b,cg06946880,cg07412254,cg06849477,hsa-miR-656,hsa-miR-150,hsa-miR-107,cg25903497,hsa-miR-1912,cg13334277,kshv-miR-K12-4-5p,hsa-miR-129-3p,cg20664201,cg10923408,hsa-miR-633,hsa-miR-485-5p,cg13334277
cg20300246,hsa-miR-1180,hsa-miR-95,hsa-miR-138,cg17465304,hsa-let-7i,hsa-miR-29b,hsa-miR-148a,hsa-miR-203,cg13334277,hsa-miR-33a,hsa-miR-577,cg07730301,cg10978355,hsa-miR-1266,hsa-miR-149,hsa-let-7i,ebv-miR-BART8,cg20217872,kshv-miR-K12-4-5p,cg23616741,cg00727590,cg13334277,cg10942056,hsa-miR-1,hsa-miR-24,cg20664201
cg19832721,hsa-miR-10b,hsa-miR-378,hsa-miR-34c-5p,cg27016307,cg02654291,hsa-miR-220a,cg02008416,hsa-miR-320a,hsa-miR-1,cg05429895,cg16970828,cg08241785,cg15517609,hsa-miR-133a,cg02347487,cg07193504,cg21062347,cg00534274,hsa-miR-1246,hsa-miR-95,cg19504245,ebv-miR-BART8,cg00095526,hsa-miR-95,hsa-miR-520e,ebv-miR-BART8
hsa-miR-98,hsa-miR-10a,hsa-miR-145,cg00534274,cg25277950,hsv1-miR-H1,hsa-miR-452,hsa-miR-127-3p,hsa-miR-193b,hsa-miR-410,cg16970828,cg05973262,cg08351331,cg09705062,hsa-miR-29c,cg05382123,cg25076881,cg07193504,cg05382123,cg01612158,hsa-miR-133b,cg24134767,hsa-miR-484,cg11136562,cg00204262,hsa-miR-450b-5p,cg19504245
hsa-miR-496,hsa-miR-107,hsa-miR-656,hsa-miR-15b,cg15789095,hsa-miR-433,hsv1-miR-H8,hsa-miR-376a,hsa-miR-200a,hsa-miR-129-3p,cg13334277,hsa-miR-127-3p,cg08548888,cg14851685,hsa-miR-379,cg23616741,cg12864235,hsa-miR-548a-3p,cg21062347,hsa-miR-133b,hsa-miR-1246,hsa-miR-95,cg19504245,cg26832211,ebv-miR-BART8,cg20664201,hsa-miR-484
hsa-miR-494,hsa-miR-106b,cg15984661,hsa-miR-361-3p,cg16361890,cg14837165,hsa-miR-148b,cg22224704,hsa-miR-133b,hsa-miR-149,cg00745735,hsa-miR-106a_hsa-miR-17,cg08578641,cg12052765,hsa-miR-874,hsa-miR-125a-5p,cg24670715,hsa-miR-33a,hsa-miR-450b-5p,cg18988110,cg18988110,cg26832211,cg22398616,cg17071957,cg13043509,cg27016307,cg22398616
