MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
cg01335367,hsa-miR-185-5p,hsa-miR-139-5p,cg25691167,hsa-miR-139-5p,cg04057858,hsa-miR-139-3p,hsa-miR-10b-5p,hsa-miR-183-5p,cg14175438,hsa-miR-503-5p,hsa-miR-503-5p,cg01593385,cg05828624,hsa-miR-182-5p,hsa-miR-141-3p,hsa-miR-486-5p,cg04456238,hsa-miR-139-5p,cg19264571,cg19264571,cg25691167,hsa-miR-139-3p,cg11052143,cg14175438,hsa-miR-148b-3p,hsa-miR-139-3p
hsa-miR-379-5p,hsa-miR-185-3p,hsa-miR-139-3p,cg23290344,cg10266490,cg19466563,cg11003133,hsa-miR-1307-5p,hsa-miR-145-5p,hsa-miR-486-5p,hsa-miR-377-5p,hsa-miR-493-5p,cg01656853,cg14175438,hsa-miR-21-3p,cg11003133,cg21949305,cg25902889,cg04456238,hsa-miR-486-5p,hsa-miR-486-5p,cg11003133,cg25384595,cg21504624,cg11052143,cg25902889,cg25384595
cg11172423,hsa-miR-184,hsa-miR-145-5p,cg11003133,cg26353877,cg11003133,hsa-miR-148b-3p,hsa-miR-182-5p,hsa-miR-204-5p,cg03802191,hsa-miR-3677-3p,cg04456238,cg01731341,cg26687173,hsa-miR-141-3p,cg26353877,cg00594952,hsa-miR-377-5p,cg11003133,cg04456238,cg11003133,cg04456238,cg11003133,cg15739437,hsa-miR-326,cg23290344,cg11003133
hsa-miR-200b-3p,cg00019495,hsa-miR-148b-5p,cg19264571,cg23317501,cg19264571,hsa-miR-148b-5p,cg11521325,hsa-miR-1307-5p,cg10222534,hsa-miR-486-5p,hsa-miR-32-5p,cg01958189,hsa-miR-139-3p,hsa-miR-125b-5p,cg01009664,cg03802191,cg10266490,hsa-miR-141-3p,cg11003133,cg04456238,cg26687173,cg26687173,cg03802191,hsa-miR-378a-5p,cg25384595,cg26687173
hsa-miR-145-3p,hsa-miR-200a-3p,hsa-miR-1258,cg18552413,cg00548268,cg03602500,hsa-miR-145-5p,hsa-miR-21-3p,hsa-miR-182-5p,hsa-miR-590-3p,hsa-miR-379-3p,hsa-miR-10b-5p,cg02100848,cg23290344,hsa-miR-145-3p,cg04057858,hsa-miR-590-3p,cg25384595,cg25391023,cg25691167,cg25691167,cg19264571,cg19264571,cg22319147,cg26687173,cg04456238,cg19264571
hsa-miR-452-5p,hsa-miR-182-5p,hsa-miR-148b-3p,cg19466563,cg02254461,cg09847584,hsa-miR-1258,hsa-miR-141-3p,hsa-miR-32-5p,hsa-miR-503-5p,cg23290344,cg15700197,cg02131853,cg13699808,hsa-miR-378a-5p,cg25691167,cg27378216,cg26353877,cg25691167,cg21949305,hsa-miR-141-3p,hsa-miR-486-5p,cg04057858,cg20312687,cg10222534,hsa-miR-590-3p,cg04057858
cg21949305,hsa-miR-181c-3p,hsa-miR-96-5p,cg02254461,cg03602500,cg10266490,cg01335367,hsa-miR-125b-5p,hsa-miR-21-3p,cg27091787,hsa-miR-4521,cg26687173,cg02164046,hsa-miR-139-5p,hsa-miR-99a-5p,cg04456238,hsa-miR-10b-5p,hsa-miR-1258,cg19264571,hsa-miR-32-5p,hsa-miR-590-3p,hsa-miR-145-5p,hsa-miR-32-5p,cg05538432,hsa-miR-139-3p,cg27378216,hsa-miR-32-5p
cg22980079,hsa-miR-181b-5p,hsa-miR-183-5p,hsa-miR-183-5p,cg08047907,cg18552413,cg27091787,hsa-miR-145-3p,hsa-miR-141-3p,hsa-miR-141-3p,cg04456238,cg19486673,cg02245378,cg06771126,hsa-miR-3199,cg25384595,cg00619207,cg12006284,hsa-miR-486-5p,hsa-miR-590-3p,hsa-miR-139-5p,hsa-miR-590-3p,cg04456238,cg08947964,hsa-miR-200a-3p,cg14175438,cg04456238
cg10266490,hsa-miR-181b-3p,hsa-miR-204-5p,cg05485060,cg05859264,cg02989940,cg09340639,hsa-miR-378a-5p,hsa-miR-125b-5p,cg19486673,cg26687173,hsa-miR-758-3p,cg02254461,hsa-miR-96-5p,hsa-miR-1258,cg25391023,hsa-let-7c-3p,hsa-miR-183-5p,cg04057858,cg03802191,cg25384595,cg03802191,cg10222534,cg03143849,cg04057858,cg03802191,cg10222534
cg03109316,hsa-miR-181a-3p,hsa-miR-1307-5p,cg09837977,hsa-miR-10b-5p,cg08886154,cg24884084,hsa-miR-99a-5p,hsa-miR-145-3p,hsa-miR-377-5p,hsa-miR-1258,hsa-miR-21-5p,cg02329886,cg02245378,hsa-miR-100-5p,hsa-miR-6892-5p,cg04456238,cg14175438,hsa-miR-378a-5p,hsa-miR-141-3p,hsa-miR-378a-5p,hsa-miR-32-5p,cg14175438,cg26353877,cg25691167,hsa-miR-326,cg14175438
cg08947964,hsa-miR-16-1-3p,hsa-miR-486-5p,cg03602500,cg15791248,cg06059810,cg11521325,hsa-miR-3199,hsa-miR-378a-5p,cg15528736,hsa-miR-326,cg27091787,cg02351381,cg15895197,hsa-miR-335-5p,hsa-miR-584-5p,cg24625388,cg03602500,cg01009664,cg25384595,cg03802191,cg03602500,hsa-miR-486-5p,cg00594952,cg19264571,hsa-miR-486-5p,hsa-miR-486-5p
hsa-miR-377-3p,hsa-miR-15b-5p,hsa-miR-182-5p,cg12782180,hsa-miR-21-5p,cg05485060,cg20512303,hsa-miR-1258,hsa-miR-99a-5p,hsa-miR-584-5p,cg10222534,hsa-miR-377-5p,cg02512860,cg20312687,hsa-miR-429,cg19264571,hsa-miR-32-5p,cg25391023,cg03802191,hsa-miR-378a-5p,cg25391023,hsa-miR-183-5p,cg02164046,cg06059810,cg27091787,hsa-miR-148b-5p,cg02164046
hsa-miR-629-3p,hsa-miR-15b-3p,hsa-miR-21-3p,cg01731341,cg26687173,cg12782180,cg25259754,hsa-miR-100-5p,hsa-miR-3199,hsa-miR-32-5p,cg27091787,hsa-miR-378a-5p,cg02589695,cg24408313,hsa-let-7c-5p,hsa-miR-378a-5p,cg00718513,hsa-miR-32-5p,hsa-miR-6892-5p,hsa-miR-139-5p,cg21949305,cg21949305,hsa-miR-200a-3p,cg18552413,cg11003133,hsa-miR-32-5p,hsa-miR-200a-3p
cg00910168,hsa-miR-15a-5p,hsa-miR-141-3p,cg21504624,cg18552413,cg01731341,cg23290344,hsa-miR-335-5p,hsa-miR-1258,hsa-miR-335-3p,cg27378216,cg11003133,cg02691091,cg08886154,hsa-miR-10b-3p,cg14175438,hsa-miR-377-5p,hsa-miR-148b-3p,cg14175438,cg04057858,cg04057858,hsa-miR-96-5p,hsa-miR-326,cg27378216,hsa-miR-503-5p,cg10222534,hsa-miR-326
cg21252483,hsa-miR-183-3p,hsa-miR-125b-5p,cg15739437,cg11213150,cg15739437,cg02351381,hsa-miR-10b-3p,hsa-miR-100-5p,hsa-miR-21-5p,hsa-miR-483-3p,hsa-miR-139-3p,cg02989940,cg11213150,hsa-miR-195-3p,cg00548268,hsa-let-7c-5p,hsa-miR-6892-5p,hsa-miR-377-5p,cg14175438,hsa-miR-32-5p,hsa-miR-493-3p,hsa-miR-21-5p,cg03662459,cg04456238,hsa-miR-1258,hsa-miR-21-5p
hsa-miR-103a-3p,hsa-miR-200a-5p,hsa-miR-145-3p,hsa-miR-200c-3p,cg01009664,cg02164046,cg13699808,hsa-miR-99a-3p,hsa-miR-337-3p,hsa-miR-139-3p,hsa-miR-200a-3p,hsa-miR-200a-3p,cg03003745,cg14679230,hsa-miR-99a-3p,hsa-miR-148b-3p,cg02164046,cg01009664,cg10266490,cg00548268,cg01009664,hsa-miR-1258,hsa-miR-378a-5p,cg07947016,hsa-miR-486-5p,hsa-miR-6892-5p,hsa-miR-378a-5p
cg20512303,hsa-miR-154-5p,hsa-miR-378a-5p,cg02164046,cg03143849,cg09340639,cg23458892,hsa-miR-106b-5p,hsa-miR-193a-5p,hsa-miR-6892-5p,hsa-miR-141-3p,hsa-miR-486-5p,cg03109316,cg21504624,hsa-miR-337-3p,cg08886154,hsa-miR-378a-5p,cg08047907,cg25384595,cg03602500,cg00548268,hsa-miR-377-5p,hsa-miR-141-3p,cg07337598,hsa-miR-758-3p,cg15528736,hsa-miR-141-3p
cg19456540,hsa-miR-224-5p,hsa-miR-99a-5p,cg25391023,hsa-miR-96-5p,cg25384595,cg07084163,hsa-miR-193a-5p,hsa-miR-106b-5p,cg01656853,hsa-miR-28-3p,cg04057858,cg03143849,cg22980079,hsa-miR-125b-2-3p,hsa-miR-1258,cg01009664,cg25691167,cg03602500,hsa-miR-183-5p,cg14175438,cg05828624,hsa-miR-148b-5p,cg22740835,hsa-miR-32-5p,cg21949305,hsa-miR-148b-5p
cg06226384,hsa-miR-301a-5p,hsa-miR-3199,cg21902327,cg09061733,cg21902327,cg25391023,hsa-miR-93-5p,hsa-miR-429,cg11521325,cg14175438,hsa-miR-28-3p,cg03548857,cg05859264,hsa-miR-200a-5p,hsa-miR-32-5p,hsa-miR-139-5p,cg19264571,hsa-miR-590-3p,cg01009664,cg03602500,cg27091787,cg25691167,cg09837977,cg19486673,cg04057858,cg25691167
cg14387505,hsa-miR-301a-3p,hsa-miR-100-5p,cg16361890,hsa-miR-183-5p,cg09837977,cg12845808,hsa-miR-195-3p,hsa-miR-432-5p,cg20512303,hsa-miR-98-5p,hsa-miR-141-3p,cg03602500,cg18552413,hsa-miR-133a-3p,hsa-miR-200a-3p,hsa-miR-195-3p,cg04057858,hsa-miR-1258,hsa-miR-377-5p,hsa-miR-1258,hsa-miR-378a-5p,cg19486673,cg18674980,hsa-miR-377-5p,hsa-miR-200a-3p,cg19486673
cg09061733,hsa-miR-29a-3p,hsa-miR-335-5p,cg18081258,cg15154229,cg06226384,cg10883352,hsa-miR-337-3p,hsa-miR-93-5p,cg25259754,hsa-miR-431-3p,hsa-miR-148b-5p,cg03662459,cg19264571,hsa-miR-141-5p,cg08047907,hsa-miR-30e-3p,hsa-miR-584-5p,cg21949305,hsa-miR-1258,hsa-miR-183-5p,hsa-miR-141-3p,hsa-miR-377-5p,cg24625388,hsa-miR-21-5p,hsa-miR-145-5p,hsa-miR-377-5p
hsa-miR-483-5p,hsa-miR-299-5p,hsa-miR-429,cg10266490,cg14726637,hsa-miR-99a-5p,cg25536676,hsa-miR-125b-2-3p,hsa-miR-99a-3p,cg08047907,cg11003133,cg21949305,cg03699566,cg24240626,hsa-miR-451a,hsa-miR-183-5p,cg01072821,hsa-miR-483-3p,hsa-miR-183-5p,cg25391023,hsa-miR-6892-5p,hsa-miR-148b-5p,hsa-miR-503-5p,cg19594666,cg18552413,cg25691167,hsa-miR-503-5p
cg15787039,hsa-miR-299-3p,hsa-let-7c-5p,cg24884084,cg12006284,cg18081258,cg21902327,hsa-miR-200a-5p,hsa-miR-125b-2-3p,cg02351381,hsa-miR-21-5p,cg10667970,cg03802191,cg10667970,hsa-miR-6892-5p,cg03602500,hsa-miR-493-3p,hsa-miR-378a-5p,hsa-miR-32-5p,hsa-miR-148b-3p,hsa-miR-377-5p,cg25384595,hsa-miR-758-3p,cg26829529,cg05828624,hsa-miR-503-5p,hsa-miR-758-3p
hsa-miR-377-5p,hsa-miR-296-5p,hsa-miR-10b-3p,hsa-let-7a-2-3p,cg11394785,cg21504624,cg19205533,hsa-miR-133a-3p,hsa-miR-200a-5p,cg13699808,hsa-miR-148b-3p,cg08047907,cg04057858,cg25391023,hsa-miR-495-3p,hsa-miR-590-3p,hsa-miR-155-5p,cg02254461,cg12006284,cg08047907,cg08047907,cg04057858,hsa-miR-584-5p,cg15787039,cg02164046,cg03602500,hsa-miR-584-5p
hsa-miR-1295a,hsa-miR-28-3p,hsa-miR-195-3p,hsa-miR-758-3p,cg04456238,cg23317501,cg20542190,hsa-miR-141-5p,hsa-miR-133a-3p,cg25691167,hsa-miR-328-3p,cg02164046,cg04086834,cg23317501,hsa-miR-377-5p,hsa-miR-100-5p,cg25691167,cg21949305,hsa-miR-148b-3p,cg27378216,hsa-miR-584-5p,cg14175438,hsa-miR-493-3p,cg06771126,hsa-miR-141-3p,hsa-miR-141-3p,hsa-miR-493-3p
hsa-miR-99a-5p,hsa-miR-27a-5p,hsa-miR-99a-3p,cg06059810,cg10667970,cg25391023,cg24408313,hsa-miR-451a,hsa-miR-141-5p,cg07084163,hsa-miR-5683,hsa-miR-144-5p,cg04268405,hsa-miR-183-5p,hsa-miR-195-5p,cg02254461,cg25384595,cg05859264,hsa-miR-584-5p,hsa-miR-326,hsa-miR-148b-3p,hsa-miR-326,cg03602500,cg18270343,cg03602500,cg25391023,cg03602500
cg01656853,hsa-miR-26a-5p,hsa-miR-337-3p,hsa-miR-651-5p,cg25902889,cg02254461,cg15154229,hsa-miR-6892-5p,hsa-miR-451a,cg03003745,cg25384595,hsa-miR-584-5p,cg04315771,cg11394785,hsa-miR-511-5p,cg24408313,cg04057858,hsa-miR-200a-3p,cg08047907,hsa-miR-200a-3p,cg10266490,cg18552413,cg25391023,cg15791248,cg05485060,hsa-miR-378a-5p,cg25391023
hsa-miR-184,hsa-miR-224-3p,hsa-miR-125b-2-3p,cg09340639,cg16361890,cg24408313,cg04268405,hsa-miR-495-3p,hsa-miR-6892-5p,cg25391023,hsa-miR-193a-5p,hsa-miR-6892-5p,cg04456238,cg15154229,hsa-miR-378c,cg14696870,hsa-miR-200a-3p,cg02245378,hsa-miR-145-5p,hsa-miR-6892-5p,cg12006284,hsa-miR-99a-5p,cg01009664,cg00019495,cg12782180,cg09837977,cg01009664
hsa-miR-125b-2-3p,hsa-miR-200b-3p,hsa-miR-200a-5p,cg18674980,cg24240626,cg24240626,cg18462653,hsa-miR-377-5p,hsa-miR-495-3p,cg13311440,hsa-miR-451a,cg09272256,cg04574507,cg12006284,hsa-miR-144-5p,cg12006284,cg22980079,hsa-miR-335-3p,cg15701111,hsa-miR-145-5p,hsa-miR-96-5p,cg08047907,cg12006284,cg23317501,cg09837977,cg18552413,cg12006284
hsa-miR-218-5p,hsa-miR-218-5p,hsa-miR-133a-3p,cg02989940,cg18081258,cg01009664,cg19456540,hsa-miR-195-5p,hsa-miR-377-5p,cg23458892,cg19486673,hsa-miR-429,cg04598121,cg10266490,hsa-miR-1247-3p,hsa-miR-326,cg14175438,hsa-miR-486-5p,cg16456919,hsa-miR-96-5p,cg02254461,hsa-miR-148b-3p,hsa-miR-28-3p,cg25943276,hsa-miR-493-3p,hsa-miR-584-5p,hsa-miR-28-3p
cg23290344,hsa-miR-210-3p,hsa-miR-141-5p,cg00718513,cg15895197,cg15154229,cg26738880,hsa-miR-511-5p,hsa-miR-195-5p,cg10883352,hsa-miR-378a-5p,cg12006284,cg04837071,cg04598121,hsa-miR-200a-3p,cg05859264,hsa-miR-10b-3p,cg02989940,hsa-miR-96-5p,cg02254461,cg27378216,hsa-miR-503-5p,cg09272256,cg19264571,cg01731341,cg12006284,cg09272256
hsa-miR-183-3p,hsa-miR-21-5p,hsa-miR-451a,cg09061733,cg07651914,cg14726637,cg13311440,hsa-miR-378c,hsa-miR-511-5p,cg04598121,hsa-miR-429,cg25391023,cg04999691,cg15791248,hsa-miR-497-5p,hsa-miR-1307-5p,hsa-miR-196a-5p,cg24625388,cg08886154,hsa-miR-148b-5p,cg08886154,hsa-miR-758-3p,hsa-miR-196a-5p,hsa-miR-1307-5p,cg25391023,cg19486673,hsa-miR-196a-5p
hsa-miR-378a-3p,hsa-miR-21-3p,hsa-miR-6892-5p,hsa-miR-378c,cg06771126,cg00718513,cg03003745,hsa-miR-144-5p,hsa-miR-378c,cg22165175,hsa-miR-191-5p,cg23350580,cg05127924,cg15528736,hsa-miR-5683,cg10222534,cg01731341,cg14696870,cg14696870,hsa-miR-1307-5p,hsa-miR-200a-3p,cg25391023,cg08047907,hsa-miR-200a-3p,cg19466563,cg02989940,cg08047907
hsa-miR-30a-3p,hsa-miR-205-5p,hsa-miR-495-3p,cg09847584,cg09837977,cg24625388,cg25691167,hsa-miR-1247-3p,hsa-miR-144-5p,cg01072821,hsa-miR-3613-3p,cg05859264,cg05440289,cg27342801,hsa-miR-181b-3p,cg02989940,cg03602500,cg13699808,cg00548268,hsa-miR-493-3p,hsa-miR-326,cg02254461,hsa-miR-493-5p,hsa-miR-377-5p,hsa-miR-28-3p,cg01009664,hsa-miR-493-5p
cg09272256,hsa-miR-204-5p,hsa-miR-377-5p,hsa-miR-483-3p,cg14696870,cg08947964,cg08047907,hsa-miR-200a-3p,hsa-miR-1247-3p,cg10266490,cg12006284,cg00548268,cg05485060,cg04268405,hsa-miR-200c-3p,cg03802191,hsa-miR-96-5p,cg12782180,cg10660256,hsa-miR-584-5p,hsa-miR-503-5p,cg09340639,hsa-miR-148b-3p,hsa-miR-10b-3p,cg15739437,cg27091787,hsa-miR-148b-3p
hsa-miR-491-5p,hsa-miR-200c-5p,hsa-miR-195-5p,cg10221736,cg04598121,cg12006284,cg14175438,hsa-miR-497-5p,hsa-miR-200a-3p,cg24884084,hsa-miR-584-5p,hsa-miR-379-3p,cg05538432,cg01731341,hsa-miR-193a-5p,cg21949305,cg02131853,cg10883352,cg27378216,cg10222534,cg10222534,hsa-miR-6892-5p,cg09837977,hsa-miR-429,hsa-miR-584-5p,cg01731341,cg09837977
cg25691167,hsa-miR-200c-3p,hsa-miR-511-5p,cg07651914,cg25384595,cg02131853,cg10266490,hsa-miR-5683,hsa-miR-497-5p,cg02100848,hsa-miR-6892-5p,cg19594666,cg05606799,cg02989940,hsa-miR-106b-5p,cg06226384,hsa-miR-3677-3p,cg24408313,cg06226384,cg10266490,hsa-miR-148b-5p,hsa-miR-1307-5p,cg05828624,hsa-miR-99a-5p,cg02989940,hsa-miR-493-3p,cg05828624
hsa-miR-335-5p,hsa-miR-200b-5p,hsa-miR-378c,cg06226384,cg20312687,cg04574507,cg07660236,hsa-miR-181b-3p,hsa-miR-5683,cg09340639,cg00548268,cg01009664,cg05828624,cg25384595,hsa-miR-32-5p,cg10660256,hsa-miR-758-3p,cg09340639,hsa-miR-148b-5p,cg24625388,cg14696870,cg10222534,cg27091787,hsa-miR-378a-5p,hsa-miR-148b-5p,cg23317501,cg27091787
cg04086834,hsa-miR-155-5p,hsa-miR-144-5p,cg02691091,cg21504624,cg20312687,cg17214107,hsa-miR-200c-3p,hsa-miR-181b-3p,cg14818279,hsa-miR-142-5p,cg09837977,cg05859264,hsa-miR-21-5p,hsa-let-7c-3p,cg21902327,hsa-miR-326,hsa-miR-10b-3p,cg20070090,cg02989940,hsa-miR-1307-5p,cg01009664,cg19594666,hsa-miR-141-5p,cg08047907,hsa-miR-377-5p,cg19594666
hsa-miR-181c-3p,hsa-miR-148b-5p,hsa-miR-1247-3p,hsa-miR-940,cg13699808,cg02512860,cg10221736,hsa-miR-429,hsa-miR-200c-3p,cg20066612,cg04598121,hsa-miR-30e-3p,cg05886367,cg12845808,hsa-miR-1301-3p,cg05485060,hsa-miR-183-5p,cg25259754,hsa-miR-1307-5p,hsa-miR-503-5p,hsa-miR-145-5p,cg19486673,hsa-miR-1258,hsa-miR-139-3p,cg12006284,hsa-miR-758-3p,hsa-miR-1258
cg02989940,hsa-miR-3065-5p,hsa-miR-200a-3p,cg03802191,cg02989940,cg09061733,cg04837071,hsa-miR-32-5p,hsa-miR-335-5p,cg12782180,cg19594666,hsa-miR-1258,cg06059810,cg14696870,hsa-miR-28-3p,cg04598121,cg26687173,cg02351381,cg11213150,cg05828624,hsa-miR-100-5p,cg10266490,cg13958426,hsa-miR-140-3p,cg02254461,cg21902327,cg13958426
hsa-miR-185-3p,hsa-miR-148b-3p,hsa-miR-497-5p,cg25943276,cg19594666,cg26687173,cg02100848,hsa-miR-1301-3p,hsa-let-7c-3p,cg21902327,hsa-miR-551b-3p,cg13958426,cg06123346,cg21949305,hsa-miR-140-3p,hsa-miR-377-5p,cg09847584,cg18081258,cg18552413,cg18552413,cg05828624,cg27378216,cg18552413,hsa-miR-183-5p,cg10266490,cg02245378,cg18552413
hsa-miR-539-5p,hsa-miR-1271-5p,hsa-miR-5683,cg10660256,hsa-miR-145-5p,hsa-miR-183-5p,cg01656853,hsa-miR-487a-5p,hsa-let-7c-5p,cg22289837,cg02245378,hsa-miR-10b-3p,cg06226384,cg04456238,hsa-miR-592,hsa-miR-483-3p,hsa-miR-142-5p,hsa-miR-139-5p,cg05859264,cg12006284,cg05859264,cg15154229,cg02989940,hsa-miR-10b-5p,cg08886154,hsa-miR-196a-5p,cg02989940
cg24408313,hsa-miR-127-3p,hsa-miR-181b-3p,hsa-miR-99a-5p,cg09847584,cg26673195,cg14818279,hsa-miR-381-3p,hsa-miR-370-5p,cg04837071,cg01009664,cg02245378,cg06259570,cg14726637,hsa-miR-378a-3p,cg10266490,cg05828624,hsa-miR-1307-5p,cg25259754,cg08886154,cg27091787,cg10667970,cg02245378,hsa-miR-96-5p,hsa-miR-6892-5p,hsa-miR-335-3p,cg02245378
cg12782180,hsa-miR-1262,hsa-miR-200c-3p,cg10883352,cg10883352,cg14175438,cg20066612,hsa-miR-140-3p,hsa-miR-299-5p,cg18081258,cg09272256,cg13288195,cg06615154,cg07084163,hsa-miR-433-3p,cg02351381,cg11003133,cg15154229,hsa-miR-100-5p,cg05859264,cg24408313,hsa-miR-451a,cg00548268,hsa-miR-204-5p,cg09340639,cg24625388,cg00548268
cg10222534,hsa-miR-126-5p,hsa-miR-193a-5p,cg05886367,cg15528736,hsa-miR-301a-5p,cg12782180,hsa-miR-592,hsa-miR-487a-5p,cg10221736,hsa-miR-335-3p,cg03602500,cg06771126,cg26738880,hsa-miR-148b-3p,hsa-miR-99a-5p,cg10222534,cg08886154,hsa-miR-200a-3p,hsa-miR-10b-3p,hsa-miR-483-3p,hsa-miR-429,hsa-miR-144-5p,hsa-miR-145-5p,cg01009664,cg13958426,hsa-miR-144-5p
cg04057858,hsa-miR-126-3p,hsa-miR-106b-5p,hsa-miR-30a-3p,cg12845808,cg02245378,cg22289837,hsa-miR-378a-3p,hsa-miR-483-3p,cg04086834,cg16456919,cg26353877,cg07084163,hsa-miR-145-5p,hsa-miR-365a-3p,cg12782180,hsa-miR-145-5p,hsa-miR-503-5p,hsa-miR-144-5p,cg01731341,cg02989940,cg09847584,cg05859264,hsa-miR-486-5p,cg21504624,hsa-miR-483-3p,cg05859264
