MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
cg00718513,cg25691167,hsa-miR-96-5p,CAV1,SPRY2,KLHL29,cg14679230,hsa-miR-21-3p,hsa-miR-21-3p,COL10A1,C1QTNF9,hsa-miR-32-5p,ANGPTL7,MMP11,hsa-miR-182-5p,hsa-miR-28-3p,MMP11,LMOD1,HSD17B6,LMOD1,LMOD1,hsa-miR-139-5p,cg05606799,cg01072821,COL10A1,RYR3,ADH1A
cg25902889,C16orf59,hsa-miR-183-5p,cg15700197,FIGF,COL10A1,cg00619207,hsa-miR-141-3p,hsa-miR-141-3p,RYR3,hsa-miR-483-3p,hsa-miR-148b-5p,ANLN,ARHGAP20,hsa-miR-21-3p,hsa-miR-139-3p,hsa-miR-139-5p,PPAPDC1A,PPAPDC1A,PPAPDC1A,PPAPDC1A,C1QTNF9,SPTBN1,cg19238840,HSD17B6,cg08047907,cg01593385
cg22289837,cg13448625,hsa-miR-145-5p,KLHL29,cg03602500,TSLP,cg21414251,hsa-miR-125b-5p,hsa-miR-125b-5p,ADH4,hsa-miR-1258,RYR3,AOC3,HSD17B6,hsa-miR-141-3p,RYR3,ADAMTS5,LRRC3B,cg05859264,cg03802191,hsa-miR-139-5p,HSD17B6,SLC7A14,cg11052143,hsa-miR-28-3p,cg05828624,cg19946699
MYOC,cg26673195,hsa-miR-204-5p,cg05828624,PPP1R12B,GLRA4,FXYD1,hsa-miR-145-3p,hsa-miR-145-3p,hsa-miR-32-5p,hsa-miR-503-5p,hsa-miR-21-5p,APOB,CAV1,hsa-miR-125b-5p,LMOD1,SLC35A2,RYR3,RYR3,hsa-miR-139-5p,hsa-miR-141-3p,cg05828624,hsa-miR-590-3p,cg25391023,LMOD1,hsa-miR-28-3p,hsa-miR-218-5p
hsa-miR-125a-5p,NCAPG,hsa-miR-10b-5p,ARHGAP20,CEP68,ITIH5,cg02329886,hsa-miR-378a-5p,hsa-miR-378a-5p,LHCGR,hsa-miR-493-3p,ADH4,AQP7P1,cg24625388,hsa-miR-145-3p,ADH4,COL10A1,SLC35A2,ARHGAP20,hsa-miR-28-3p,hsa-miR-28-3p,hsa-miR-32-5p,hsa-miR-28-3p,cg02989940,hsa-miR-21-5p,SLC7A14,hsa-miR-335-3p
hsa-miR-190b-5p,cg18462653,hsa-miR-1307-5p,cg03602500,PAMR1,BTNL9,cg26738880,hsa-miR-377-5p,hsa-miR-377-5p,hsa-miR-590-3p,hsa-miR-431-3p,cg15700197,AQP7P3,NKAPL,hsa-miR-378a-5p,cg05859264,hsa-miR-1258,C1QTNF9,SPTBN1,hsa-miR-141-3p,cg03802191,CAV1,HSD17B6,cg23458892,PPP1R12B,hsa-miR-141-3p,cg04837071
hsa-miR-431-3p,cg16772207,hsa-miR-486-5p,ATOH8,cg19594666,CPA1,cg14726637,hsa-miR-195-5p,hsa-miR-195-5p,cg08047907,hsa-miR-4521,cg03602500,AQPEP,SDPR,hsa-miR-99a-5p,PPAPDC1A,TMEM220,SPTBN1,hsa-miR-141-3p,CD300LG,hsa-miR-378a-5p,SLC7A14,RYR3,cg21902327,hsa-miR-141-3p,CD300LG,hsa-miR-1-3p
hsa-miR-451a,cg18674980,hsa-miR-182-5p,cg25902889,cg08047907,TNMD,cg18462653,hsa-miR-139-3p,hsa-miR-139-3p,hsa-miR-378a-5p,hsa-miR-326,cg05606799,ARHGAP20,TMEM220,hsa-miR-3199,hsa-miR-486-5p,cg05606799,CD300LG,LMOD1,hsa-miR-378a-5p,RYR3,ARHGAP20,hsa-miR-21-5p,cg06123346,cg03602500,ADH4,hsa-miR-378a-3p
PPP1R12B,cg18081258,hsa-miR-21-3p,CAV2,RYR3,C1QTNF9,GTSE1,hsa-miR-99a-5p,hsa-miR-99a-5p,hsa-miR-193a-5p,cg27091787,hsa-miR-483-3p,ASF1B,PAMR1,hsa-miR-1258,KLHL29,hsa-miR-96-5p,hsa-miR-32-5p,LRRC3B,RYR3,HSD17B6,cg03602500,hsa-miR-148b-5p,cg05859264,hsa-miR-590-3p,hsa-miR-590-3p,hsa-miR-126-3p
C3orf50,cg17397493,hsa-miR-141-3p,TNMD,CAV1,cg13897627,LMOD1,hsa-miR-378c,hsa-miR-378c,cg04598121,hsa-miR-487b-3p,hsa-miR-141-3p,ASPA,cg03602500,hsa-miR-100-5p,LRRC3B,ARHGAP20,hsa-miR-28-3p,hsa-miR-28-3p,hsa-miR-590-3p,hsa-miR-139-3p,hsa-miR-590-3p,LMOD1,cg04456238,hsa-miR-32-5p,hsa-miR-193a-5p,hsa-miR-6510-3p
hsa-miR-106b-5p,cg17049328,hsa-miR-125b-5p,cg08047907,KLHL29,hsa-miR-139-5p,EPR1,hsa-miR-3199,hsa-miR-3199,cg15700197,hsa-miR-379-3p,LOC572558,ASPM,PPAPDC1A,hsa-miR-335-5p,LOC286367,SLC7A14,hsa-miR-96-5p,cg08047907,HSD17B6,ARHGAP20,hsa-miR-139-3p,CD300LG,cg20070090,cg05828624,hsa-miR-139-3p,hsa-miR-126-5p
AQP7P3,cg15701111,hsa-miR-145-3p,GABRD,TMEM220,HIF3A,MKI67,hsa-miR-429,hsa-miR-429,cg14726637,cg10222534,hsa-miR-378a-5p,ATOH8,C7orf41,hsa-miR-429,hsa-miR-96-5p,LMOD1,cg03802191,cg03802191,ARHGAP20,hsa-miR-590-3p,hsa-miR-378a-5p,hsa-miR-141-3p,cg17214107,RYR3,LRRC3B,cg00019495
BTNL9,cg16456919,hsa-miR-378a-5p,CPA1,cg05859264,PAMR1,ALDH1L1,hsa-let-7c-5p,hsa-let-7c-5p,cg26738880,HSD17B6,ANGPTL7,B3GALT1,PDE2A,hsa-let-7c-5p,SLC7A14,hsa-miR-32-5p,hsa-miR-486-5p,CAV1,hsa-miR-139-3p,CD300LG,cg03802191,hsa-miR-32-5p,cg01656853,CPA1,cg05606799,cg12274479
cg26738880,cg15787039,hsa-miR-99a-5p,GLRA4,DMD,cg09847584,MRAP,hsa-miR-10b-3p,hsa-miR-10b-3p,GTSE1,cg23290344,LRRC3B,BIRC5,SLC35A2,hsa-miR-10b-3p,cg25902889,hsa-miR-493-5p,cg05859264,cg25902889,hsa-miR-96-5p,SLC7A14,RYR3,ADH4,cg07337598,cg08047907,PPAPDC1A,hsa-miR-140-5p
MELK,cg18940763,hsa-miR-3199,ITIH5,MESTIT1,SCARA5,NPY2R,hsa-miR-195-3p,hsa-miR-195-3p,cg14679230,hsa-miR-196a-5p,cg04598121,BTNL9,cg23290344,hsa-miR-195-3p,TSLP,cg03602500,cg08047907,CD300LG,cg05606799,hsa-miR-96-5p,cg05606799,cg08047907,cg20066612,TMEM220,HSD17B6,hsa-miR-16-1-3p
hsa-miR-326,cg14818279,hsa-miR-1258,hsa-miR-139-5p,GLRA4,cg15154229,CD34,hsa-miR-99a-3p,hsa-miR-99a-3p,cg02329886,hsa-miR-1307-3p,cg27091787,BUB1,BTNL9,hsa-miR-99a-3p,ARHGAP20,PPAPDC1A,hsa-miR-193a-5p,hsa-miR-139-3p,SLC7A14,TMEM220,hsa-miR-141-3p,ARHGAP20,hsa-miR-584-5p,hsa-miR-148b-5p,ARHGAP20,hsa-miR-574-3p
cg20070090,cg14696870,hsa-miR-100-5p,cg09847584,CPA1,cg08047907,NEIL3,hsa-miR-100-5p,hsa-miR-100-5p,cg21414251,ALDH1L1,cg23350580,BUB1B,hsa-miR-139-3p,hsa-miR-337-3p,hsa-miR-590-3p,BTNL9,cg25902889,hsa-miR-32-5p,TMEM220,cg05859264,LMOD1,TMEM220,ADRA1A,ADH4,CPA1,TOP2A
cg21949305,cg14387505,hsa-miR-335-5p,cg19594666,NKAPL,cg03602500,SKA3,hsa-miR-337-3p,hsa-miR-337-3p,cg00619207,COL10A1,cg14175438,C12orf39,ABCA10,hsa-miR-125b-2-3p,ADAMTS5,TSLP,hsa-miR-141-3p,LOC286367,hsa-miR-32-5p,hsa-miR-32-5p,cg08047907,cg05828624,HJURP,KLHL29,hsa-miR-32-5p,hsa-miR-181c-3p
cg19466563,cg13958426,hsa-miR-429,CD300LG,hsa-miR-139-5p,ADAMTS5,KCNJ16,hsa-miR-200a-5p,hsa-miR-200a-5p,cg00718513,RYR3,hsa-miR-503-5p,C13orf36,CAV2,hsa-miR-200a-5p,CPA1,hsa-miR-183-5p,cg09847584,hsa-miR-1258,CPA1,cg05606799,TMEM220,LOC572558,PLK1,ARHGAP20,cg05859264,hsa-miR-370-5p
MRAP,cg13699808,hsa-let-7c-5p,cg10883352,ADAMTS5,LEPR,PALM2-AKAP2,hsa-miR-133a-3p,hsa-miR-133a-3p,cg14107638,hsa-miR-378a-5p,hsa-miR-493-5p,C16orf59,CEP68,hsa-miR-133a-3p,hsa-miR-10b-5p,hsa-miR-28-3p,cg05828624,hsa-miR-486-5p,cg05828624,hsa-miR-486-5p,CPA1,CPA1,B3GALT1,LOC572558,cg25902889,KCNIP2
C16orf59,cg18680834,hsa-miR-10b-3p,TSLP,HIF3A,CAV2,NACC1,hsa-miR-141-5p,hsa-miR-141-5p,MKI67,hsa-miR-377-5p,PPP1R12B,C18orf34,cg26353877,hsa-miR-141-5p,TMEM220,C1QTNF9,cg04456238,ADH4,ADAMTS5,CPA1,KLHL29,cg25902889,cg07084163,TNMD,LOC572558,MELK
hsa-miR-200c-5p,cg19238840,hsa-miR-195-3p,cg25259754,SDPR,cg05859264,H2AFY,hsa-miR-451a,hsa-miR-451a,LMOD1,hsa-miR-98-5p,cg04456238,C1QTNF9,SPRY2,hsa-miR-451a,HSD17B6,SPTBN1,STAB2,CPA1,hsa-miR-486-5p,cg05828624,SLC35A2,KLHL29,cg02351381,TSLP,cg23350580,cg22979433
hsa-miR-592,cg19205533,hsa-miR-99a-3p,cg18729973,LEPR,ARHGAP20,CKAP2L,hsa-miR-6892-5p,hsa-miR-6892-5p,EPR1,hsa-miR-494-3p,cg08047907,C3orf50,cg01731341,hsa-miR-6892-5p,cg04456238,hsa-miR-145-5p,cg05606799,SLC7A14,cg08047907,cg08047907,GLRA4,ANGPTL7,cg23290344,cg23350580,cg04598121,hsa-miR-6716-3p
EXO1,cg12845808,hsa-miR-337-3p,cg15154229,TSLP,KIFC1,cg09847584,hsa-miR-495-3p,hsa-miR-495-3p,NACC1,hsa-miR-21-5p,cg10222534,C7orf41,KLHL29,hsa-miR-495-3p,SLC17A7,cg26353877,CPA1,cg05828624,hsa-miR-10b-5p,KLHL29,ADAMTS5,cg04598121,cg25259754,CD300LG,hsa-miR-486-5p,cg13448625
hsa-miR-4326,cg25536676,hsa-miR-125b-2-3p,LYVE1,cg24625388,NKAPL,SLC35A2,hsa-miR-125b-2-3p,hsa-miR-125b-2-3p,H2AFY,ADH4,hsa-miR-326,CA4,MYOM1,hsa-miR-377-5p,CEP68,cg05828624,cg02245378,hsa-miR-96-5p,cg05859264,ADH4,CAV2,TSLP,cg11521325,cg25902889,LHCGR,hsa-let-7i-3p
hsa-miR-154-5p,cg25384595,hsa-miR-200a-5p,cg15787039,TNMD,DMD,STAB2,hsa-miR-1258,hsa-miR-1258,CD34,hsa-miR-141-3p,hsa-miR-10b-5p,CAT,TNS1,hsa-miR-195-5p,NIPSNAP3B,PALMD,ADH4,cg09847584,KLHL29,ADAMTS5,hsa-miR-377-5p,cg05859264,cg24884084,cg15787039,cg02245378,cg26829529
cg20542190,cg25259754,hsa-miR-133a-3p,LOC572558,cg25691167,GABRD,DST,hsa-miR-511-5p,hsa-miR-511-5p,CKAP2L,hsa-miR-185-3p,hsa-miR-6892-5p,CAV1,hsa-miR-21-5p,hsa-miR-511-5p,cg08047907,C7orf41,ADAMTS5,hsa-miR-590-3p,ADH4,hsa-miR-10b-5p,TSLP,cg04456238,cg09340639,ITIH5,ADAMTS5,cg11435943
hsa-miR-432-5p,cg25033144,hsa-miR-141-5p,cg19205533,CAV2,cg15787039,C18orf34,hsa-miR-365b-3p,hsa-miR-365b-3p,cg01009664,hsa-miR-5683,ARHGAP20,CAV2,LEPR,hsa-miR-378c,hsa-miR-378a-5p,hsa-miR-148b-5p,cg06123346,cg02245378,TSLP,TSLP,ADH4,hsa-miR-486-5p,cg15154229,cg09847584,hsa-miR-378a-5p,hsa-miR-3127-5p
WDR62,cg24884084,hsa-miR-451a,FAM13A,ARHGAP20,cg02589695,PAQR4,MKI67,ALDH1L1,STAB2,cg16456919,SPTBN1,CCDC64,SPTBN1,hsa-miR-144-5p,hsa-miR-100-5p,hsa-miR-204-5p,TSLP,hsa-miR-193a-5p,hsa-miR-148b-5p,cg25902889,hsa-miR-1258,hsa-miR-493-5p,cg12845808,ADAMTS5,SLC17A7,hsa-miR-454-3p
hsa-miR-33b-5p,cg24625388,hsa-miR-6892-5p,BTNL9,hsa-miR-96-5p,RYR3,ANLN,hsa-miR-144-5p,hsa-miR-144-5p,DST,hsa-miR-486-5p,cg01731341,CCNB1,FIGF,hsa-miR-1247-3p,cg03802191,hsa-miR-141-3p,hsa-miR-139-3p,CEP68,MMP11,hsa-miR-1258,hsa-miR-10b-5p,IGFBP6,cg04268405,cg25259754,cg10660256,hsa-miR-676-3p
cg02164046,cg24603941,hsa-miR-495-3p,cg23350580,cg05606799,cg10883352,cg15895197,hsa-miR-200a-3p,hsa-miR-200a-3p,C18orf34,IGFBP6,hsa-miR-493-3p,CCNB2,MESTIT1,hsa-miR-200a-3p,hsa-miR-200a-3p,hsa-miR-326,SCARA5,KLHL29,CAV1,LOC286367,NKAPL,hsa-miR-10b-5p,cg19456540,hsa-miR-378a-5p,IGFBP6,hsa-let-7c-5p
PPAP2B,cg24408313,hsa-miR-377-5p,cg03802191,LMOD1,cg02131853,cg01335367,hsa-miR-497-5p,hsa-miR-497-5p,PAQR4,hsa-miR-10b-5p,hsa-miR-1258,CD300LG,SCARA5,hsa-miR-497-5p,cg05606799,HSD17B6,cg25691167,MASP1,hsa-miR-1258,CAV1,LEPR,cg23350580,cg18081258,hsa-miR-483-3p,cg24408313,NPY2R
DTL,cg23458892,hsa-miR-195-5p,PAMR1,FAM13A,DPP6,cg19946699,hsa-miR-5683,hsa-miR-5683,ANLN,hsa-miR-411-5p,SLC17A7,CD34,TNMD,hsa-miR-5683,cg09847584,cg13897627,hsa-miR-100-5p,cg05606799,cg25902889,cg09847584,ALDH1L1,SLC17A7,cg22289837,MESTIT1,cg25691167,cg02691091
cg11052143,cg22979433,hsa-miR-511-5p,HIF3A,PALMD,CCDC64,cg02254461,hsa-miR-181b-3p,hsa-miR-181b-3p,MRAP,hsa-miR-193a-5p,MMP11,CDC25C,HIF3A,hsa-miR-181b-3p,MASP1,CPA1,SPRY2,ABCB5,hsa-miR-183-5p,CEP68,hsa-miR-6892-5p,cg02245378,cg12782180,hsa-miR-96-5p,cg25384595,KLB
cg16361890,cg21902327,hsa-miR-378c,SPRY2,SLC35A2,MESTIT1,cg07651914,hsa-miR-200c-3p,hsa-miR-200c-3p,NPY2R,hsa-miR-148b-3p,hsa-miR-4521,CDK1,LRRC3B,hsa-miR-200c-3p,cg06123346,CAV1,hsa-miR-590-3p,cg04456238,CEP68,hsa-miR-148b-5p,BTNL9,cg02164046,cg03548857,GLRA4,cg06123346,hsa-miR-200c-3p
hsa-miR-155-5p,cg21252483,hsa-miR-144-5p,hsa-miR-140-3p,C1QTNF9,FAM13A,cg16456919,hsa-miR-193a-5p,hsa-miR-193a-5p,FXYD1,hsa-miR-142-5p,IGFBP6,CDKN3,PALM2-AKAP2,hsa-miR-193a-5p,LEPR,hsa-miR-10b-5p,TNMD,STAB2,cg09847584,cg04456238,hsa-miR-96-5p,ADAMTS5,cg09037813,HIF3A,MASP1,cg02512860
hsa-miR-126-5p,cg20512303,hsa-miR-1247-3p,cg24603941,hsa-miR-139-3p,CD300LG,cg05886367,hsa-miR-106b-5p,hsa-miR-106b-5p,cg27342801,hsa-miR-144-5p,cg25902889,CENPF,cg14175438,hsa-miR-106b-5p,cg05828624,CAV2,hsa-miR-148b-5p,SLC17A7,hsa-miR-145-5p,MMP11,hsa-miR-486-5p,hsa-miR-503-5p,cg14387505,cg04598121,hsa-miR-503-5p,cg26673195
cg15739437,cg20420433,hsa-miR-200a-3p,cg25384595,cg04598121,SPRY2,cg08886154,hsa-miR-32-5p,hsa-miR-32-5p,ALDH1L1,ANGPTL7,hsa-miR-328-3p,CENPM,cg24408313,hsa-miR-32-5p,PALM2-AKAP2,hsa-miR-1307-5p,PALMD,LOC728264,hsa-miR-100-5p,hsa-miR-193a-5p,PAMR1,cg11003133,cg07651914,cg05859264,cg12006284,hsa-miR-485-3p
LOC283392,cg20312687,hsa-miR-497-5p,C1QTNF9,CCDC64,CEP68,cg14696870,hsa-let-7c-3p,hsa-let-7c-3p,cg18462653,cg23350580,LHCGR,CEP55,NIPSNAP3B,hsa-let-7c-3p,CD34,CA4,POC1A,KIFC1,LOC572558,hsa-miR-100-5p,TNMD,hsa-miR-378a-5p,cg18729973,PAMR1,MMP11,hsa-miR-378c
IGFBP6,cg20066612,hsa-miR-5683,CCDC64,cg01009664,LYVE1,cg16772207,hsa-miR-1301-3p,hsa-miR-1301-3p,cg19946699,cg27378216,cg26687173,CEP68,LDB2,hsa-miR-1301-3p,C7orf41,cg07947016,cg25384595,TSLP,hsa-miR-193a-5p,SLC17A7,LOC572558,hsa-miR-196a-5p,cg03602500,CAV1,hsa-miR-200a-3p,hsa-miR-760
cg16772207,cg19946699,hsa-miR-181b-3p,hsa-miR-182-5p,UBE2T,hsa-miR-96-5p,cg25384595,hsa-miR-28-3p,hsa-miR-28-3p,cg15895197,hsa-miR-6892-5p,cg05859264,CFL2,CCDC64,hsa-miR-28-3p,hsa-miR-193a-5p,hsa-miR-139-3p,KLHL29,CAV2,TNMD,LEPR,HIF3A,KIFC1,cg09272256,CAV2,LMOD1,hsa-miR-195-5p
cg10222534,cg19797376,hsa-miR-200c-3p,cg25943276,PDE2A,POC1A,cg00548268,hsa-miR-140-3p,hsa-miR-140-3p,cg08886154,hsa-miR-328-3p,cg24625388,CKAP2L,LOC286367,hsa-miR-140-3p,STAB2,hsa-miR-486-5p,hsa-miR-5683,CLEC3B,cg04456238,hsa-miR-204-5p,MMP11,hsa-miR-100-5p,cg04574507,cg15154229,hsa-miR-148b-5p,cg10221736
hsa-miR-551b-3p,cg19486673,hsa-miR-193a-5p,hsa-miR-96-5p,cg10883352,NIPSNAP3B,cg26215428,hsa-miR-592,hsa-miR-592,cg14387505,LOC572558,hsa-miR-100-5p,CKS2,cg02589695,hsa-miR-592,hsa-miR-148b-5p,cg05859264,LOC286367,cg06123346,hsa-miR-182-5p,C7orf41,MESTIT1,hsa-miR-584-5p,cg11172423,cg02589695,TMEM220,NCAPG
cg01072821,cg19466563,hsa-miR-106b-5p,ADAMTS5,CD300LG,OIP5,cg06226384,hsa-miR-433-3p,hsa-miR-433-3p,cg02254461,cg04456238,cg02164046,CLEC3B,C1QTNF9,hsa-miR-378a-3p,cg15895197,CCDC64,cg04598121,TMEM220,SPRY2,hsa-miR-145-5p,FAM13A,cg04057858,cg01731341,cg13897627,KLHL29,cg02254461
hsa-miR-130a-3p,cg19264571,hsa-miR-32-5p,MESTIT1,cg22980079,cg25259754,cg09871043,hsa-miR-200b-5p,EBF1,cg15701111,cg12006284,cg27378216,COL10A1,RYR3,hsa-miR-433-3p,KIFC1,cg00718513,hsa-miR-10b-5p,LOC572558,LEPR,hsa-miR-183-5p,hsa-miR-193a-5p,cg26687173,cg02131853,SPRY2,TSLP,cg26215428
hsa-miR-181b-3p,ABCB5,hsa-let-7c-3p,hsa-miR-10b-3p,cg13958426,cg25943276,cg14107638,hsa-miR-1247-3p,hsa-miR-1247-3p,cg07651914,cg14175438,hsa-miR-190b-5p,CPA1,SH3D19,hsa-miR-148b-3p,LOC572558,LHCGR,TMEM220,NIPSNAP3B,PALMD,LOC572558,hsa-miR-144-5p,cg15787039,cg10667970,NIPSNAP3B,cg15787039,hsa-miR-143-3p
cg08191854,ABCA10,hsa-miR-1301-3p,ADH4,NEK2,SH3D19,cg11213150,hsa-miR-378a-3p,hsa-miR-378a-3p,cg16456919,hsa-miR-584-5p,cg02245378,CRHBP,cg09847584,hsa-miR-365a-3p,TNMD,hsa-miR-758-3p,hsa-miR-200a-3p,PPAP2B,DMD,cg02245378,SPRY2,hsa-miR-483-3p,cg02245378,LYVE1,TNMD,hsa-miR-301a-3p
PALM2-AKAP2,cg12782180,hsa-miR-28-3p,cg11052143,cg09847584,cg22289837,cg12274479,hsa-miR-190b-5p,hsa-miR-190b-5p,cg05886367,SLC17A7,hsa-miR-486-5p,DLGAP5,cg03003745,hsa-miR-365b-3p,hsa-miR-139-5p,hsa-miR-182-5p,SLC17A7,cg11750883,LOC286367,STAB2,CEP68,cg25691167,cg02512860,ANGPTL7,ITIH5,hsa-miR-210-3p
cg15700197,cg12108912,hsa-miR-140-3p,cg06123346,STAB2,cg18462653,cg27342801,hsa-miR-148b-3p,hsa-miR-148b-3p,cg14696870,cg02351381,hsa-miR-758-3p,DMD,CA4,hsa-miR-190b-5p,IGFBP6,hsa-miR-21-3p,NIPSNAP3B,IGFBP6,CAV2,cg06123346,hsa-miR-5683,hsa-miR-1258,cg01109219,DPP6,CAV1,MRAP
SCARA5,cg06615154,hsa-miR-592,DMD,cg20312687,SLC35A2,cg15701111,hsa-miR-16-1-3p,hsa-miR-16-1-3p,cg09037813,SPTBN1,cg24408313,DPP6,cg13897627,hsa-miR-16-1-3p,SPRY2,SPRY2,LEPR,hsa-miR-10b-5p,STAB2,CAV2,CCDC64,cg14175438,cg13897627,LHCGR,cg04456238,cg11172423
hsa-miR-491-5p,cg06123346,hsa-miR-378a-3p,cg10221736,LRRTM2,CDKN3,cg14387505,hsa-miR-584-5p,hsa-miR-584-5p,cg16772207,cg04598121,PAPPA2,DST,COL10A1,hsa-miR-584-5p,DMD,KLHL29,hsa-miR-503-5p,hsa-miR-377-5p,C7orf41,TNMD,hsa-miR-182-5p,MASP1,cg16361890,cg19594666,cg25259754,hsa-miR-4677-3p
hsa-miR-200c-3p,cg06059810,hsa-miR-433-3p,KLHL33,SCARA5,hsa-miR-182-5p,cg01593385,hsa-miR-483-3p,hsa-miR-483-3p,cg25384595,cg10660256,hsa-miR-193a-5p,DTL,FAM13A,hsa-miR-483-3p,hsa-miR-32-5p,cg14679230,LOC90586,hsa-miR-200a-3p,cg04598121,SPRY2,cg05859264,GLRA4,cg19264571,cg18729973,cg02589695,MAP1LC3C
