MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
hsa-miR-107,hsa-let-7e,cg00745735,APLN,AGPAT1,HSPB2,CDK18,cg24670715,MEIS3,cg20664201,hsa-miR-99a,cg16361890,AQP6,CARHSP1,hsa-miR-517c_hsa-miR-519a,SPACA6,SLC6A12,hsa-miR-146b-5p,hsa-miR-885-5p,AQP6,cg16003238,AQP6,cg16003238,cg22442730,cg24134767,cg16003238,hsa-miR-539
hsa-miR-488,hsa-let-7f,CNN3-DT,cg09382492,PLEKHB1,FFAR4,AQP6,ADORA2A,cg19485804,cg16361890,hsa-miR-548a-3p,hsa-miR-150,ARHGEF37,SLC4A11,hsa-miR-99b,cg12981137,ANLN,cg16003238,MEIS3,cg22442730,PTPRF,cg19832721,cg12864235,PTPRF,APLN,PPDPF,hsa-miR-191
hsa-miR-100,hsa-let-7g,hsa-miR-29a,GAREM2,MCM7,PTPRF,cg07412254,GPCPD1,PTPRF,hsa-miR-548a-3p,SPACA6,cg20664201,ARK2C,S100A4,hsa-miR-431,cg19832721,S100A4,CNN3-DT,SLC6A12,ARRDC2,SLC6A12,PLEKHM2,APLN,cg12845808,cg20664201,QDPR,hsa-miR-122
hsa-miR-320a,hsa-let-7i,hsa-miR-423-3p,PTPRF,CDK2AP1,AQP6,hsa-miR-132,cg05512756,QDPR,hsa-miR-423-3p,hsa-miR-1308,cg19832721,ARRDC2,MCM7,hsa-miR-95,SLC6A12,PPDPF,PTPRF,PPDPF,hsa-miR-146b-5p,ARRDC2,hsa-miR-423-3p,cg11761535,ZNF652-AS1,MEIS3,cg24362726,hsa-miR-496
cg18669381,hsa-miR-1,cg19832721,cg08578641,ANLN,cg07412254,hsa-miR-15b,hsa-miR-197,RPL29,QDPR,hsa-miR-129-3p,cg11761535,ASCL1,AGPAT1,hsa-miR-100,hsa-miR-146b-5p,hsa-miR-29a,hsa-miR-29a,ARRDC2,PTPRF,AQP6,hsa-miR-146b-5p,PTPRF,TRIP10,RPL29,cg12864235,hsa-miR-2054
ZNF441,hsa-miR-100,cg16003238,cg07412254,KIF5B,PLEKHM2,hsa-miR-329,cg05382123,NRIP2,METTL1,cg12864235,hsa-miR-423-3p,ATF7IP2,ANKRD40,hsa-miR-504,RPL29,cg02489552,cg22442730,cg12981137,SPACA6,hsa-miR-146b-5p,SLC6A12,FFAR4,SPACA6,cg09656934,cg22398616,hsa-miR-514
cg21671476,hsa-miR-101,hsa-miR-885-5p,DBI,GAREM2,CASC3,hsa-miR-197,cg18986273,cg02010852,hsa-miR-146b-5p,hsa-miR-132,cg09705062,C22orf46P,CDK2AP1,hsa-miR-1260,LINC01485,hsa-miR-30a,cg06690548,hsa-miR-146b-5p,cg19832721,MEIS3,ANLN,PPDPF,SLC6A12,cg16361890,cg06690548,hsa-miR-452
ODC1,cg27104271,SLC6A12,OGA,QDPR,ANLN,ODC1,cg08775230,cg02347487,hsa-miR-150,cg21301148,hsa-miR-1912,CACNG3,GAREM2,hsa-miR-410,CMTM3,PIEZO2,SPACA6,CMTM3,cg16003238,cg19832721,cg16361890,cg09705062,cg19832721,hsa-miR-548a-3p,cg02654291,hsa-miR-26a
cg04983977,cg26832211,cg02489552,cg02347487,TRIP10,LDLRAP1,cg22545356,MXI1,WBP2,hsa-miR-1308,hsa-let-7e,hsa-miR-132,CARHSP1,PLEKHB1,hsa-let-7i,CNN3-DT,ebv-miR-BART2-5p,cg12864235,CNN3-DT,MEIS3,SPACA6,hsa-miR-1308,RPL29,SLC4A11,CCDC69,cg09705062,hsa-miR-204
hsa-miR-1246,hsa-miR-106a_hsa-miR-17,C22orf46P,ASCL1,AQP6,RPSAP69,hsa-miR-484,hsa-miR-891b,hsa-miR-140-3p,hsa-miR-660,cg16361890,hsa-miR-1308,CASC3,CSRP1,hsa-miR-99a,cg14851685,SPACA6,cg24362726,LINC01485,CNN3-DT,CNN3-DT,MCM7,cg16361890,SLC43A3,cg16003238,MEIS3,hsa-miR-7
PLEKHM2,cg26509022,hsa-miR-146b-5p,MCM7,SMIM3,MCM7,QDPR,cg20692569,SLC6A12,cg11761535,cg24134767,hsa-let-7e,CCDC69,FOXO4,hsa-miR-25,APLN,hsa-miR-99a,FFAR4,cg12845808,hsa-miR-29a,hsa-miR-29a,QDPR,CCDC69,SASH1,PPDPF,hsa-miR-29a,hsa-miR-1286
cg06117855,cg24365867,cg24362726,SCG3,SLC4A11,COL27A1,DOCK1,COL27A1,SLC4A11,CEDORA,cg09705062,hsa-miR-378,CCKBR,AQP6,hsa-miR-19b,HSPB2,FFAR4,SLC4A11,hsa-miR-29a,ANLN,CMTM3,cg11761535,cg19485804,S100A4,hsa-miR-423-3p,CNN3-DT,hsa-miR-455-3p
LINC01664,cg24389347,hsa-miR-378,CEP83,MYOT,MPV17L2,hsa-miR-656,RIPOR3,cg00095526,hsa-miR-1912,cg15517609,cg12864235,CCNO,KIF5B,hsa-miR-34a,cg11761535,hsa-miR-448,cg00745735,cg12864235,FFAR4,RPL29,PTPRF,cg24362726,RPL29,cg23159337,hsa-miR-548a-3p,hsa-miR-495
CCNO,cg24525573,PTPRF,cg22398616,S100A4,cg08578641,cg17465304,hsa-miR-106a_hsa-miR-17,CDK18,cg12864235,hsa-miR-106a_hsa-miR-17,FFAR4,CDH22,MID1IP1,hsa-miR-520e,cg02654291,SMIM10L2A,ANLN,SPACA6,RPL29,cg12864235,cg12864235,MEIS3,QDPR,hsa-miR-375,cg11761535,hsa-miR-103
cg18343292,cg24623694,kshv-miR-K12-4-5p,ATF7IP2,APLN,LY86-AS1,cg01612158,PRR13,hsa-miR-191,cg09705062,hsa-miR-150,hsa-miR-129-3p,CDK18,MEIS3,hsa-miR-146b-5p,cg06690548,CCDC69,cg22398616,cg06690548,cg12864235,cg06690548,MEIS3,hsa-miR-29a,hsa-miR-1308,hsa-miR-99a,cg15517609,hsa-miR-454
hsa-miR-193b,cg24670715,cg02347487,ARK2C,HMGN2,cg16003238,cg15626350,cg11052143,hsa-miR-146b-5p,FFAR4,hsa-miR-378,cg09656934,CDK2AP1,QDPR,hsa-miR-335,AQP6,AQP6,CMTM3,cg02654291,cg11761535,cg02654291,FFAR4,cg06690548,MAP4K3-DT,cg12864235,cg18986273,hsa-miR-10b
hsa-miR-199b-5p,cg24765079,cg09705062,PLEKHM2,RPSAP69,KIF5A,hsa-miR-98,cg23477967,hsa-miR-516a-3p,cg23159337,kshv-miR-K12-4-5p,cg23159337,CEACAM16-AS1,GIPR,hsa-miR-484,hsa-miR-29a,MEIS3,cg19485804,cg19832721,CMTM3,cg11761535,cg09705062,hsa-miR-375,hsa-miR-146b-5p,hsa-miR-34a,cg16361890,hsa-miR-330-3p
cg00745735,cg24910675,hsa-miR-375,ICAM5,FAM107B,HMGN2,cg18988110,cg16003238,cg13334277,hsa-miR-33a,cg24362726,kshv-miR-K12-4-5p,CEDORA,RPSAP69,hsa-miR-375,A2ML1,PRELP,cg09705062,FLT3LG,hsa-miR-125a-5p,LINC01485,PRELP,hsa-miR-99a,hsa-miR-34a,cg13334277,hsa-miR-34a,hsa-miR-889
ISYNA1,cg25076881,cg06220958,cg24765079,PREX1,cg15780361,cg12864235,SASH1,cg05668853,OLMALINC,hsa-miR-1912,hsa-miR-660,CELF6,CPM,hsa-miR-744,cg12864235,cg10313673,ODC1,hsa-miR-30a,cg09705062,HSPB2,SPACA6,cg09656934,hsa-miR-29a,cg09705062,hsa-miR-1,hsa-miR-2114
hsa-miR-891b,cg25277950,hsa-miR-504,PRELP,ANKRD19P,MAST3,WSCD1,cg08548888,NDE1,cg27104271,cg09656934,RPL29,CEP83,A2ML1,hsa-miR-149,cg19485804,MAP4K3-DT,cg12845808,HSPB2,hsa-miR-548a-3p,ANLN,cg16003238,cg02654291,hsa-miR-885-5p,hsa-miR-129-3p,hsa-miR-1308,hsa-miR-27a
PIEZO2,cg25903497,hsa-miR-517c_hsa-miR-519a,cg24362726,ANKRD40,SCG3,hsa-miR-126,cg00095526,SLC30A3,ZNF652-AS1,cg20664201,QDPR,CHID1,PREX1,hsa-miR-200a,cg09705062,cg03870261,cg02654291,cg24362726,cg06690548,FFAR4,kshv-miR-K12-4-5p,CNN3-DT,hsa-miR-548a-3p,hsa-miR-1308,hsa-miR-129-3p,hsv1-miR-H1
cg21062347,cg25947945,ASCL1,EZR,MID1IP1,ITPKB,PLEKHM2,hsa-miR-199a-5p,hsa-miR-34a,cg22398616,CNN3-DT,hsa-miR-29a,CHRNA2,LINC00926,hsa-miR-193b,ARRDC2,cg19832721,hsa-miR-885-5p,cg14851685,A2ML1,cg14851685,hsa-miR-30a,AQP6,hsa-miR-375,cg11761535,ZNF652-AS1,hsa-miR-383
hsa-miR-137,cg25982743,hsa-miR-203,cg16361890,CMTM3,QDPR,hsa-miR-140-5p,cg24765079,cg19832721,hsa-miR-378,hsa-miR-767-5p,cg19485804,CLMN,ISYNA1,hsa-miR-24,cg24765079,NRIP2,cg15517609,FFAR4,cg02654291,cg09705062,RPL29,hsa-miR-548a-3p,cg12864235,QDPR,hsa-miR-423-3p,hsa-miR-1180
hsa-miR-361-5p,cg26090652,cg06690548,SLC25A18,RIPOR3,A2ML1,cg22442730,GAREM2,cg04983977,cg22442730,cg23159337,cg21301148,CMTM3,HMGN2,hsa-miR-30e,cg24362726,hsa-miR-34a,cg09656934,MCM7,cg24362726,cg19485804,S100A4,DBI,cg06220958,hsa-miR-29a,cg14851685,hsa-miR-34c-5p
hsa-let-7f,cg26143719,LINC01485,cg02489552,MXI1,AGPAT1,CLMN,DNAJC18,SLC5A11,cg06690548,cg05973262,cg19504245,CNN3-DT,FAM107B,hsa-miR-34b,ODC1,cg25947945,cg02008416,RPL29,cg19485804,cg12845808,CNN3-DT,cg22398616,cg12981137,hsa-miR-125a-5p,cg12845808,hsa-miR-497
LINC01007,cg26200585,cg05668853,AIF1L,CDK18,cg02347487,cg13043509,ZCCHC17,hsa-miR-769-5p,hsa-miR-525-5p,hsa-miR-660,METTL1,COL26A1,CDK18,hsa-miR-451,CLMN,SLC6A9,A2ML1,hsa-miR-125a-5p,HSPB2,cg24362726,hsa-miR-378,cg00745735,CMTM3,cg21301148,hsa-miR-33a,hsv1-miR-H3
hsa-miR-15b,hsa-miR-103,ANLN,PLEKHB1,SLC25A48,CARHSP1,APLN,TMEM107,PPDPF,cg21301148,hsa-miR-29a,DBI,COL27A1,NDE1,hsa-miR-31,cg22398616,hsa-miR-146b-5p,HSPB2,cg00095526,cg16361890,hsa-miR-548a-3p,SLC4A11,ARRDC2,OLMALINC,cg00745735,cg09656934,hsa-miR-376a
cg21301148,hsa-miR-106b,cg27104271,cg13673514,LINC01007,CDK2AP1,hsa-miR-660,TIMELESS,PHYHIP,cg09656934,cg19485804,cg05973262,CPM,SLC43A3,hsa-miR-377,FFAR4,hsa-miR-125a-5p,cg19832721,cg24765079,SLC4A11,hsa-miR-125a-5p,cg24134767,A2ML1,ODC1,cg02654291,hsa-miR-375,hsa-let-7f
hsa-miR-361-3p,ADIPOR2,AQP6,KANK2,SMTN,PADI2,VEZF1,SLC6A12,hsa-miR-522,kshv-miR-K12-4-5p,PADI2,cg22442730,CSRP1,MYOT,hsa-miR-148b,CCDC69,cg12052765,RPL29,hsa-miR-548a-3p,cg22398616,cg22398616,GAREM2,hsa-miR-129-3p,NRIP2,METTL1,cg00745735,hsa-miR-151-3p
NDE1,hsa-miR-1297,cg22398616,KIF5A,FFAR4,ASCL1,cg22398616,cg09152089,cg14837165,hsa-miR-153,cg18986273,cg02008416,DBI,C22orf46P,hsa-miR-142-3p,hsa-miR-129-3p,ASCL1,MEIS3,CLMN,hsa-miR-375,A2ML1,cg22442730,ZNF652-AS1,MEIS3,hsa-miR-150,cg19485804,hsa-miR-140-5p
CMTM3,hsa-miR-1305,hsa-miR-150,PCYOX1L,cg12845808,DBI,hsa-miR-129-5p,hsa-miR-584,cg00745735,DBI,hcmv-miR-UL70-3p,cg23616741,DNAJC18,ANKRD19P,hsa-miR-23b,ZNF652-AS1,hsa-miR-423-3p,KIF5A,cg19485804,ODC1,cg06220958,HMGN2,cg24134767,MCM7,cg02010852,cg22545356,hsa-miR-361-3p
hsa-miR-103,hsa-miR-1308,S100A4,SYT5,ITPKB,CDH22,CCDC69,HMGN2,hsa-miR-488,hsa-miR-129-3p,DBI,cg06690548,DOCK1,MAP4K3-DT,hsa-miR-370,cg12845808,hsa-miR-375,DBI,cg22398616,hsa-miR-34a,cg24765079,AGPAT1,SLC6A12,hsa-miR-129-5p,hsa-miR-660,CLMN,hsa-miR-379
hsa-miR-23b,hsa-miR-130b,QDPR,cg19125606,RBP4,SPACA6,hsa-miR-129-3p,cg16604516,cg25277950,hsa-miR-34a,hsa-miR-375,hsa-miR-1,DOCK5,CEDORA,hsa-miR-128,FLT3LG,hsa-miR-31,ZBBX,ODC1,cg24765079,ODC1,SLC6A9,cg20664201,LNCBRM,cg14851685,HSPB2,cg24178740
hsa-miR-448,hsa-miR-132,cg18986273,EMD,FOXO4,DYNC1LI2,hsa-miR-1246,VEZF1,LINC00926,cg23616741,hsa-miR-1246,cg22398616,DYNC1LI2,CNN3-DT,hsa-miR-1912,hsa-miR-34a,cg02654291,cg18986273,cg09656934,AGPAT1,FLT3LG,cg02347487,cg18986273,LINC00926,hsa-let-7i,AQP6,hsa-miR-148a
cg22282672,hsa-miR-133a,hsa-miR-548a-3p,cg12981137,OLMALINC,SLC6A12,PPDPF,FZD9,cg27016307,cg24362726,hsa-miR-125a-5p,hsa-miR-33a,ELP2,MAP4K4,hsa-miR-221,cg09656934,C22orf46P,ZNF652-AS1,ebv-miR-BART8,S100A4,cg16361890,hsa-miR-660,cg15517609,KIF5A,cg22442730,RPL29,hsa-miR-584
hsa-miR-1308,hsa-miR-133b,ZNF652-AS1,cg15517609,OR7E14P,cg04983977,RASSF2,WSCD1,cg12981137,CCNO,hsa-miR-1,CNN3-DT,EMD,CMTM3,hsa-miR-93,ANLN,MPV17L2,cg24765079,SLC4A11,hsa-miR-1308,SLC4A11,CDK18,hsa-miR-34a,ITPKB,cg02008416,LINC01485,hsa-miR-16
hsa-miR-125a-5p,hsa-miR-135a,hsa-miR-1,cg10978355,NDE1,cg02489552,KCNJ16,SMIM3,hsa-miR-206,cg15127733,hsa-miR-148b,hsa-miR-525-5p,ERBIN,SMIM3,hsa-miR-346,cg06220958,cg24134767,HMGN2,cg00745735,ZNF652-AS1,hsa-miR-34a,CARHSP1,cg02008416,HSPB2,CEDORA,cg02008416,hsa-miR-769-3p
hsv1-miR-H8,hsa-miR-137,hsa-miR-656,TMEM59L,PRKCG,cg12845808,hsa-miR-190b,cg09656934,cg02654291,CLMN,hsa-miR-548j,ebv-miR-BART2-5p,ERFE,LINC01007,hsa-miR-194,SLC4A11,RPL29,hsa-miR-1246,PRELP,cg06220958,hsa-miR-375,cg21301148,cg14851685,cg08578641,cg23616741,cg13334277,hsa-miR-138
cg02347487,hsa-miR-138,hsa-miR-34a,AGPAT1,KIF5A,cg09656934,MXI1,cg06220958,cg14851685,cg16003238,cg00745735,hsa-miR-106a_hsa-miR-17,ERI3,TRIP10,hsa-miR-487b,cg02008416,cg20483374,CLMN,ANLN,HMGN2,hsa-miR-1308,hsa-miR-29a,hsa-miR-423-3p,CNN3-DT,cg19504245,hsa-miR-1246,hsa-miR-195
HSPA2,hsa-miR-139-5p,hsa-miR-199a-5p,hsa-miR-1275,CEDORA,hsa-miR-146b-5p,hsa-miR-361-3p,cg21494776,LINC01736,A2ML1,cg24765079,cg00745735,EZR,ODC1,hsa-miR-485-5p,SASH1,cg15780361,cg11761535,hsa-miR-423-3p,cg09656934,cg09656934,CDK2AP1,cg21301148,PPDPF,cg00095526,CMTM3,hsa-miR-381
cg24765079,hsa-miR-140-3p,cg12052765,LINC01664,SLC43A3,NUMBL,cg06690548,hsa-miR-488,ITPRID2,cg19485804,cg07193504,cg15517609,FAM107B,PTPRF,hsa-miR-590-5p,cg18986273,hsa-let-7e,PADI2,cg09705062,cg12845808,CLMN,cg22398616,cg24765079,HMGN2,cg06690548,ebv-miR-BART8,hsa-miR-744
hsa-miR-132,hsa-miR-140-5p,cg18988110,hsa-miR-433,ISYNA1,cg14851685,hsa-miR-296-5p,HPCA,hsa-let-7i,hsa-miR-516a-3p,hsa-miR-520e,ZNF652-AS1,FANCC,RIPOR3,hsa-miR-203,ebv-miR-BART8,CARHSP1,MAP4K3-DT,ZBBX,cg14851685,hsa-miR-30a,ASCL1,CMTM3,CDK2AP1,DBI,hsa-miR-99a,hsa-miR-376c
GLI1,hsa-miR-142-3p,ARRDC2,cg19485804,HSPB2,cg16604516,MAP4K4,SLC4A11,hsa-miR-873,hsa-miR-29a,hsa-miR-149,CEDORA,FFAR4,KCNJ10,hsa-miR-320a,cg00095526,MRAS,LINC01485,cg11761535,MAP4K3-DT,ZNF652-AS1,cg02489552,cg12845808,ANLN,hsa-miR-1,hsa-miR-34b,hsa-miR-154
ATF7IP2,hsa-miR-143,hsa-miR-660,MAST3,LINC01736,MTMR10,hsa-miR-200a,AGPAT1,cg02008416,hsa-miR-375,hsa-miR-199b-5p,hsa-miR-34a,FLT3LG,IQCK-AS1,hsa-miR-15b,hsa-miR-33a,FZD9,PLEKHB1,SLC6A9,hsa-miR-423-3p,hsa-miR-129-3p,hsa-miR-150,OLMALINC,cg02489552,hsa-miR-199b-5p,hsa-miR-125a-5p,hsa-miR-186
hsa-miR-98,hsa-miR-145,cg13673514,CARHSP1,ERBIN,GIPR,cg17939444,PLEKHB1,CDH22,cg19504245,cg15127733,cg16003238,FOXO4,OR7E14P,hsa-miR-548a-3p,cg13334277,hsa-miR-548a-3p,cg14851685,cg16361890,DBI,cg00095526,DBI,CLMN,hsa-miR-1,cg24362726,hsa-miR-660,hsa-miR-494
GIPR,hsa-miR-1299,hsa-miR-128,hsa-miR-33a,A2ML1,cg09382492,hsa-miR-487b,ANLN,hsa-miR-199b-5p,CNN3-DT,cg00727590,cg00466249,FZD9,ATF7IP2,hsa-miR-450b-5p,hsa-miR-375,A2ML1,ebv-miR-BART8,PADI2,hsa-miR-129-3p,AGPAT1,cg06690548,CEDORA,CCDC69,hsa-miR-33a,hsa-miR-516a-3p,hsa-miR-891b
LINC02552,hsa-miR-129-5p,CMTM3,HSPB2,CASC3,ODC1,HMGN2,CEP83,cg24362726,PTPRF,cg02010852,CCNO,GAREM2,ERBIN,hsa-miR-33a,cg15517609,cg11761535,cg02489552,A2ML1,PRELP,hsa-miR-423-3p,hsa-miR-129-3p,LINC01485,PLEKHM2,CNN3-DT,hsa-miR-150,hsa-miR-151-5p
AGPAT1,hsa-miR-107,NPTXR,cg15127733,MTMR10,CSRP1,hsa-miR-218,hsa-miR-10a,hsa-miR-139-5p,hsa-miR-106a_hsa-miR-17,QDPR,hsa-miR-127-3p,GIPR,PLEKHM2,hsa-miR-656,MAP4K3-DT,cg19884658,hsa-miR-129-3p,hsa-miR-660,PLEKHB1,PRELP,hsa-miR-375,cg15127733,hsa-miR-125a-5p,LINC01485,cg27104271,hsa-miR-595
hsa-miR-19b,hsa-miR-129-3p,PHYHIP,TMEM132E-DT,MAP4K4,cg06946880,hsa-miR-139-5p,RHOQ,cg16003238,hsa-miR-127-3p,hsa-miR-361-3p,cg00727590,GLI1,CEACAM16-AS1,hsa-miR-1266,OLMALINC,hsa-miR-1,FZD9,AGPAT1,LINC01485,DBI,cg24362726,METTL1,AGPAT1,hsa-miR-1912,kshv-miR-K12-4-5p,cg13299148
cg24525573,hsa-miR-10a,hsa-miR-99b,cg11052143,HSPA2,GLI1,cg20664201,LGMN,hsa-miR-99b,hsa-let-7i,cg18988110,OLMALINC,GPCPD1,MTMR10,hsa-miR-133a,ZBBX,cg20300246,hsa-miR-448,hsa-miR-129-3p,cg00745735,MAP4K3-DT,ZNF652-AS1,ODC1,PRELP,PTPRF,ZBBX,hsa-miR-135a
cg00174500,hsa-miR-10b,SLC4A11,NUMBL,DOCK1,CNN3-DT,FZD9,AIF1L,LINC01485,hcmv-miR-UL70-3p,hsa-miR-525-5p,hcmv-miR-UL70-3p,GPER1,FFAR4,hsa-miR-29c,hsa-miR-548a-3p,cg06637893,OLMALINC,cg06220958,cg02489552,S100A4,CMTM3,hsa-miR-1308,APLN,A2ML1,hsa-miR-448,cg26090652
cg23579062,hsa-miR-1180,cg24765079,CEACAM16-AS1,CPM,PCYOX1L,cg08578641,CHID1,COL27A1,hsa-miR-132,hsa-miR-34a,cg15127733,HIGD1B,DOCK1,hsa-miR-379,SCG3,SLC30A3,SCG3,hsa-miR-433,hsa-miR-99a,cg07412254,hsa-miR-1,cg23159337,AQP6,cg15517609,hsa-miR-199b-5p,cg04488758
hsa-miR-200a,hsa-miR-122,cg05050341,cg22442730,cg22442730,GAREM2,hsa-miR-433,hsa-miR-29a,cg11761535,cg02008416,hsa-miR-329,hsa-miR-375,HMG20B,KANK2,hsa-miR-874,cg16361890,cg16003238,hsa-miR-516a-3p,hsa-miR-1308,hsa-miR-30a,MCM7,cg12845808,cg19504245,ARRDC2,hsa-miR-30a,METTL1,hsa-miR-490-5p
hsa-miR-518e,hsa-miR-1246,SPACA6,cg08727202,SASH1,cg03400060,cg18986273,cg02654291,hsa-miR-10a,hsa-miR-133a,cg06690548,cg00777121,HMGN2,ITPKB,hsa-miR-1246,hsa-miR-1,hsa-miR-1308,CEP83,HMGN2,cg18986273,HMGN2,cg09656934,ZBBX,ASCL1,SLC6A12,hsa-miR-484,hsa-miR-1283
cg03258472,hsa-miR-125a-5p,cg13043509,hsa-miR-504,MPV17L2,cg08775230,ZNF704,cg14851685,hsa-miR-135a,cg01869233,YBX2,hsa-miR-767-5p,HOPX,LNCBRM,hsa-miR-16,DBI,CSRP1,LNCBRM,DBI,OLMALINC,ebv-miR-BART8,hsa-miR-34a,cg13334277,C22orf46P,cg22398616,hsa-miR-329,hsa-miR-98
cg22442730,hsa-miR-125b,PPDPF,TIMELESS,PTPRF,hsa-miR-504,FANCC,IP6K3,hsa-miR-149,cg12845808,cg23616741,hsa-miR-153,HPCA,KIF13B,hsa-miR-218,hsa-miR-1308,CDK2AP1,cg16361890,cg15517609,hsa-miR-1,cg18986273,KIF5A,FZD9,CARHSP1,ITPRID2,FLT3LG,hsa-miR-101
hsa-miR-154,hsa-miR-126,cg12864235,cg06690548,CELF6,NDE1,hsa-miR-590-5p,cg02595219,hsa-miR-381,hsa-miR-1,hsa-miR-34b,cg24362726,HSPA2,MXI1,hsa-miR-1275,hsa-miR-34b,CDK18,RPSAP69,hsa-miR-34b,CLMN,ZBBX,hsa-miR-106a_hsa-miR-17,LNCBRM,PLEKHB1,AQP6,hsa-miR-133a,cg23741330
