MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
cg26673195,cg09837977,LYVE1,CPA1,cg05859264,cg15739437,cg25259754,AQP7P1,GPR146,cg04268405,cg19238840,cg24603941,BUB1,PALMD,AQP7P1,cg03143849,APOB,cg00548268,DPP6,KIAA0408,TSLP,cg21504624,NPY2R,LOC572558,cg13288195,GLRA4,NPY2R
GLRA4,cg09847584,AQP7P3,CD300LG,cg26687173,ABCA10,cg23290344,NKAPL,TNS1,cg12845808,STAB2,IGFBP6,BUB1B,FAM13A,MYOM1,ADAMTS5,cg27091787,B3GALT1,ADAMTS5,PKMYT1,KLHL29,PKMYT1,MESTIT1,MYOM1,HIF3A,KIAA0408,MESTIT1
CAV1,cg09871043,GLYAT,cg06226384,cg16361890,HIF3A,cg02351381,HEPN1,NKAPL,cg18680834,LOC572558,CLEC3B,C12orf39,cg24408313,ADH4,RYR3,NEK2,cg13311440,C13orf36,KLHL29,PKMYT1,HIF3A,C13orf36,NAALAD2,KLHL29,cg13288195,C13orf36
LHCGR,cg12845808,ADRA1A,DST,MESTIT1,SLC17A7,cg13699808,cg21252483,cg21252483,cg05127924,cg13311440,ANGPTL7,C13orf36,DMD,SPC25,NKAPL,ANGPTL7,cg26353877,cg04456238,ABCA10,CD300LG,CD300LG,cg03143849,PAFAH1B3,DMD,C3orf50,cg03143849
cg19421752,cg12782180,KIAA0101,cg01656853,cg10883352,cg05828624,cg23458892,IQGAP3,AQP7P1,cg15154229,cg18674980,cg02589695,C16orf59,PPAPDC1A,ANGPT4,ITIH5,GABRD,cg21504624,cg21504624,cg27091787,DPP6,cg05538432,CLEC3B,ANGPTL7,LOC572558,cg27378216,CLEC3B
cg08009711,cg12274479,CAV1,cg13288195,cg10266490,cg10883352,cg27091787,MYOM1,ADH4,cg09340639,IGFBP6,cg13288195,C18orf34,cg11003133,GLRA4,TRPM3,CCDC64,cg05859264,cg09037813,B3GALT1,B3GALT1,NEK2,cg23458892,FHL1,MESTIT1,C13orf36,cg23458892
cg11394785,cg12108912,UHRF1,TNS1,cg25691167,cg13288195,cg07084163,ADH4,SPC25,cg17397493,SPC25,cg26218269,C1QTNF9,LMOD1,CDC25C,cg02989940,LOC572558,DPP6,HIF3A,NEK2,ABCA10,cg03143849,cg27378216,NUF2,NPY2R,SLC17A7,cg27378216
cg04837071,cg12006284,LHCGR,LRRTM2,cg11003133,LOC728264,cg25391023,SPC25,ANGPT4,cg22289837,cg21504624,cg13631913,C3orf50,PPAP2B,TRPM3,cg25391023,MYOC,cg23458892,cg15700197,cg05859264,FAM13A,ANGPTL7,PAPPA2,AQPEP,TSLP,cg02989940,PAPPA2
cg10222534,cg11750883,TNS1,ASF1B,cg07651914,cg24240626,cg04268405,ANGPT4,GLRA4,cg11521325,FRMD1,STAB2,C7orf41,cg15791248,LOC283392,cg04456238,cg27378216,ABCA10,CD300LG,RYR3,cg01656853,PALMD,STAB2,PAMR1,cg11052143,PAPPA2,STAB2
UBE2C,cg11715966,APOB,cg00910168,DMD,cg24408313,cg15154229,GLRA4,CDC25C,cg20512303,cg00910168,B3GALT1,CA4,FXYD1,FAM13A,ABCA10,cg15700197,HIF3A,cg01656853,TRPM3,cg27091787,cg13288195,KLHL29,HEPACAM,LRRTM2,cg24625388,KLHL29
cg11213150,cg11521325,IQGAP3,PAQR4,PPP1R12B,cg13897627,cg10221736,CDC25C,TRPM3,cg25259754,B3GALT1,cg14726637,CAT,PPP1R12B,PPP1R12B,PPP1R12B,HIF3A,BTNL9,ITIH5,cg00910168,cg03143849,cg11003133,B3GALT1,HEPN1,C3orf50,cg25391023,B3GALT1
cg20512303,cg11435943,AQP7P1,DMD,cg10667970,CAV1,cg22165175,TRPM3,LOC283392,cg25902889,NACC1,PAMR1,CAV1,cg15739437,NAALAD2,cg10266490,B3GALT1,cg25691167,cg10266490,cg02989940,cg00910168,TNS1,cg02989940,NKAPL,B3GALT1,cg01656853,cg02989940
cg20903926,cg11394785,MYOM1,cg10266490,cg04598121,PDE2A,cg04598121,LOC283392,FAM13A,cg23290344,cg24603941,cg09272256,CAV2,cg26687173,ASF1B,cg26353877,CD300LG,GABRD,cg27091787,cg13311440,cg10266490,APOB,IGFBP6,ASF1B,LRRC3B,cg05859264,IGFBP6
LYVE1,cg11213150,ADH4,ALDH1L1,cg19264571,cg11213150,cg13311440,FAM13A,PPP1R12B,cg02351381,cg12274479,cg25391023,CCDC64,cg01656853,PAFAH1B3,cg09037813,C3orf50,PKMYT1,RYR3,DPP6,RYR3,DMD,PAMR1,AQP7P1,cg24625388,cg13631913,PAMR1
SPRY2,cg11172423,SPC25,cg05440289,cg22980079,LRRTM2,cg03003745,PPP1R12B,NAALAD2,cg13699808,ANGPTL7,cg14833385,CCNB1,cg00548268,ANGPTL7,cg10883352,cg13311440,cg02989940,B3GALT1,FAM13A,cg04456238,RYR3,FIGF,IQGAP3,cg09037813,LHCGR,FIGF
cg02351381,cg11052143,ANGPT4,cg04315771,cg02989940,cg07651914,cg25691167,NAALAD2,ASF1B,cg14833385,ANLN,cg26353877,CCNB2,LOC286367,FHL1,cg03548857,cg25943276,LHCGR,PPP1R12B,CAV1,PPP1R12B,CAV1,cg25391023,APOB,SLC17A7,cg13448625,cg25391023
cg25391023,cg11003133,GLRA4,GABRD,ADAMTS5,cg09037813,cg08047907,ASF1B,PAFAH1B3,cg18081258,cg25391023,cg12845808,CD300LG,CA4,NUF2,TMEM220,GPAM,RYR3,SLC17A7,cg03143849,TRPM3,TRPM3,HIF3A,MYOC,cg25943276,CLEC3B,HIF3A
MASP1,cg10883352,CDC25C,cg11052143,cg11213150,cg10266490,cg14175438,PAFAH1B3,ANGPTL7,cg01335367,LHCGR,LHCGR,CD34,LOC572558,AQPEP,LYVE1,cg15739437,CAV1,cg26353877,cg15528736,cg03548857,PAMR1,cg02589695,CA4,cg10266490,HPSE2,cg02589695
cg03143849,cg10667970,LOC283392,MESTIT1,cg00548268,cg24625388,cg10266490,ANGPTL7,FHL1,cg25391023,cg04837071,RYR3,CDC25C,ABCA10,PAMR1,NPY2R,CEP68,cg04456238,cg03548857,NPY2R,CAV1,cg13311440,cg19264571,GPAM,LOC728264,TRPM3,cg19264571
cg13448625,cg10660256,FAM13A,SIK2,ABCA10,LOC572558,cg07660236,FHL1,NUF2,cg10266490,PAMR1,cg05859264,CDK1,cg25943276,HEPACAM,cg25259754,PAMR1,HPSE2,ABCA10,cg01656853,cg25391023,FAM13A,RYR3,HSD17B13,PKMYT1,cg25259754,RYR3
cg26829529,cg10520594,PPP1R12B,cg25391023,FAM13A,LMOD1,cg17214107,NUF2,AQPEP,cg04598121,cg04086834,SLC17A7,CDKN3,cg02131853,HEPN1,FAM13A,NKAPL,cg07651914,PKMYT1,MYOC,ITIH5,PPP1R12B,CA4,BTNL9,cg25391023,cg01593385,CA4
cg09120035,cg10266490,NAALAD2,NPY2R,HPSE2,FAM13A,cg04837071,AQPEP,PAMR1,cg15895197,cg14726637,cg01656853,CENPF,ITIH5,NKAPL,cg11052143,cg05538432,LYVE1,LHCGR,ITIH5,cg02989940,NPY2R,cg14726637,ABCA10,SPRY2,cg02131853,cg14726637
cg25033144,cg10222534,ASF1B,BUB1,cg26353877,SLC35A2,cg12845808,PAMR1,HEPACAM,cg03003745,cg12845808,cg00548268,CENPM,LRRC2,GPR146,cg00548268,cg13448625,cg22165175,cg00619207,TNS1,NPY2R,SPC25,cg05859264,DTL,cg03548857,TSLP,cg05859264
cg04057858,cg10221736,PAFAH1B3,cg23350580,cg11052143,CA4,cg02100848,HEPACAM,HEPN1,cg09847584,cg13288195,cg24625388,CEP55,cg13897627,UBE2C,SLC17A7,HSD17B13,NUF2,cg02989940,cg03548857,cg13311440,C3orf50,cg11052143,ADAMTS5,PALMD,SPRY2,cg11052143
CKS2,cg06123346,ANGPTL7,POC1A,cg13897627,cg23458892,cg01656853,LHCGR,LHCGR,cg25691167,cg06615154,LYVE1,CEP68,HIF3A,SDPR,cg13311440,C13orf36,TRPM3,cg03143849,cg15700197,cg15528736,cg02989940,cg14696870,NUSAP1,NKAPL,KLHL29,cg14696870
cg11172423,cg06059810,FHL1,ABCA10,cg24408313,cg24870391,cg14818279,GPR146,UBE2C,cg08047907,cg09272256,cg02989940,CFL2,cg04598121,HPSE2,cg02164046,HPSE2,cg15528736,cg15528736,LYVE1,NEK2,GABRD,DPP6,UBE2T,cg15739437,MESTIT1,DPP6
cg23317501,cg05886367,NUF2,CDK1,LRRTM2,ANLN,cg20066612,SDPR,PAPPA2,cg14175438,TK1,cg25259754,CKAP2L,BTNL9,SIK2,KLHL29,RYR3,cg25259754,BTNL9,PPP1R12B,cg09037813,ADAMTS5,cg15739437,CAV2,cg03143849,cg19264571,cg15739437
PBK,cg02989940,AQPEP,PYCR1,cg11394785,ANGPTL7,cg12782180,TROAP,EPB42,cg19946699,MASP1,cg20512303,CKS2,LRRTM2,NPR1,HPSE2,cg02589695,NEK2,PDE2A,cg10266490,MYOC,LHCGR,cg00548268,ITIH5,cg10883352,cg11003133,cg00548268
CAV2,cg02589695,PAMR1,TRPM3,LRRC2,cg23317501,cg22289837,CD300LG,TROAP,cg07660236,cg02589695,cg04086834,CLEC3B,cg07651914,SLC2A4,TNS1,cg01593385,PPP1R12B,cg25391023,cg25943276,C13orf36,cg10266490,cg18940763,cg10222534,cg15791248,cg00619207,cg18940763
NCAPG,cg02512860,HEPACAM,NEIL3,cg24240626,cg15528736,cg18081258,SIK2,ITIH5,cg12782180,cg08009711,cg20066612,COL10A1,MYOM1,KIF20A,SPRY2,DMD,cg09037813,TRPM3,HPSE2,BTNL9,cg25391023,cg00619207,PYCR1,cg00910168,cg23458892,cg00619207
cg05859264,cg02351381,HEPN1,B3GALT1,FXYD1,CPA1,cg04086834,NPR1,NPR1,cg17214107,CRHBP,cg12782180,CPA1,SCARA5,ADAMTS5,cg25943276,DPP6,cg11213150,DMD,cg11052143,LYVE1,ABCA10,cg11003133,HJURP,cg23458892,B3GALT1,cg11003133
MESTIT1,cg02329886,NKAPL,BTNL9,cg03602500,cg03602500,cg19456540,SLC2A4,SLC2A4,cg10221736,CKS2,cg22289837,CRHBP,cg25691167,HMMR,SPTBN1,NPY2R,cg11052143,CAV1,C13orf36,TNS1,cg02131853,SLC17A7,DLGAP5,LMOD1,cg11052143,SLC17A7
cg22980079,cg02254461,GPR146,cg18674980,cg25259754,cg02164046,cg26687173,KIF20A,KIF20A,cg04837071,KLHL31,cg18081258,DLGAP5,CAV1,NUSAP1,cg07651914,C12orf39,cg10883352,cg00548268,HSD17B13,cg10883352,cg01656853,cg01656853,B3GALT1,cg09272256,cg15739437,cg01656853
cg26149550,cg02245378,UBE2C,ITIH5,LMOD1,cg08191854,cg24408313,ADAMTS5,ADAMTS5,cg02100848,cg22165175,cg04268405,DMD,CEP68,LOC729467,cg25691167,PAPPA2,cg15739437,cg16772207,cg25391023,cg25943276,cg03548857,cg13631913,WDR62,CAV1,NKAPL,cg13631913
cg14833385,cg02164046,SIK2,LRRC3B,cg01656853,cg13311440,cg03143849,HMMR,HMMR,cg01656853,cg04456238,cg19456540,DPP6,cg01109219,UBE2T,KIAA0408,cg19264571,SPRY2,cg10883352,cg23458892,cg00548268,ASF1B,cg01731341,SPTBN1,ITIH5,PALMD,cg01731341
cg14679230,cg02131853,NPR1,SPTBN1,GABRD,cg02691091,cg10222534,NUSAP1,NUSAP1,cg01593385,GLP2R,cg11521325,DST,cg03602500,CAV2,cg23458892,cg15528736,SIK2,cg13311440,DMD,cg15700197,cg12845808,SPC25,KCNIP2,cg13631913,PKMYT1,SPC25
cg12108912,cg02100848,SLC2A4,CRHBP,LOC728264,ATOH8,cg15701111,LOC729467,LOC729467,cg14818279,cg23458892,cg15154229,DTL,cg10266490,ITIH5,BTNL9,KLHL31,cg03143849,cg07084163,BTNL9,cg11052143,cg00548268,CD300LG,ACVR1C,ABCA10,ITIH5,CD300LG
PYGM,cg01958189,KIF20A,cg26259865,PDE2A,NPY2R,cg14387505,UBE2T,UBE2T,cg20066612,DPP6,cg09340639,EBF1,PDE2A,SLC22A12,TSLP,FAM13A,TSLP,cg25691167,cg24625388,HSD17B13,cg11052143,cg24625388,CD300LG,cg24603941,cg09272256,cg24625388
STAB2,cg01731341,ADAMTS5,cg11750883,cg08191854,CDK1,cg09037813,CAV2,CAV2,cg07084163,cg25691167,cg24884084,EPB42,cg26738880,PDE2A,MYOC,MESTIT1,cg24408313,ADRA1A,cg10883352,cg25259754,cg24625388,cg25691167,TROAP,LHCGR,cg10266490,cg25691167
CDKN3,cg01656853,HMMR,cg10520594,cg09037813,cg21504624,cg05485060,ITIH5,SLC22A12,cg23458892,cg13631913,cg04837071,EPR1,CCDC64,PYCR1,cg15739437,cg11521325,UBE2T,cg25259754,cg15739437,HPSE2,cg27378216,cg09847584,SDPR,PAPPA2,cg24603941,cg09847584
cg08191854,cg01593385,NUSAP1,cg20420433,CEP68,cg01958189,cg03548857,SLC22A12,CD300LG,cg05485060,CFL2,cg14818279,EXO1,cg24240626,HJURP,cg24625388,cg11052143,cg19264571,cg02164046,cg05538432,cg05538432,cg23458892,cg05440289,STAB2,FAM13A,cg15791248,cg05440289
cg26259865,cg01335367,LOC729467,cg18940763,ARHGAP20,cg22165175,cg08009711,PDE2A,PDE2A,cg14696870,cg11003133,GLYAT,FAM13A,CAV2,DLGAP5,PAPPA2,cg00910168,TNMD,NPY2R,cg11003133,cg00619207,LYVE1,cg15700197,cg14726637,cg05859264,cg09037813,cg15700197
LDB2,cg01109219,UBE2T,cg24625388,TNMD,ADAMTS5,cg19797376,PYCR1,PYCR1,cg09871043,NEK2,cg03602500,FHL1,SPTBN1,B3GALT1,cg24884084,STAB2,SLC17A7,cg24884084,LHCGR,SLC17A7,cg04598121,cg05828624,C18orf34,TRPM3,cg22165175,cg05828624
NAALAD2,cg01072821,CAV2,AOC3,cg02164046,ASPM,cg20070090,HJURP,HJURP,cg13631913,LOC286367,cg01958189,FIGF,cg11213150,WDR62,cg22165175,cg02131853,cg02164046,cg05538432,C3orf50,LHCGR,LRRTM2,NEK2,HMMR,cg07651914,PAMR1,NEK2
cg17214107,cg01009664,ITIH5,cg09037813,cg21949305,CDKN3,cg13631913,DLGAP5,DLGAP5,cg06226384,PAQR4,cg18729973,FOXM1,cg19205533,SPTBN1,HSD17B13,MYOM1,cg13897627,cg23458892,cg19264571,cg23458892,ITIH5,cg12845808,KIF20A,cg24870391,cg10883352,cg12845808
cg07660236,cg00910168,SLC22A12,PPARG,C18orf34,cg25943276,cg04456238,B3GALT1,B3GALT1,cg26215428,EPB42,cg11052143,FRMD1,C18orf34,KCNIP2,SPC25,cg03548857,SCARA5,NEK2,cg02131853,cg25691167,MYOM1,cg25943276,HIF3A,cg01656853,LRRTM2,cg25943276
CCNB1,cg00718513,PDE2A,SLC17A7,NEK2,TNS1,cg05859264,WDR62,WDR62,cg00548268,cg18940763,cg19238840,FXYD1,SLC17A7,ACVR1C,cg18081258,cg26218269,cg15154229,cg12845808,cg00548268,cg02164046,B3GALT1,cg13958426,SLC2A4,ANLN,LOC728264,cg13958426
cg08886154,cg00619207,PYCR1,cg21252483,cg18552413,cg27390220,cg06123346,SPTBN1,SPTBN1,cg25384595,IQGAP3,cg01072821,GABRD,cg16361890,CD300LG,NAALAD2,cg14726637,HEPACAM,cg07651914,PAPPA2,cg07651914,cg04086834,cg22165175,KLHL33,cg14833385,DMD,cg22165175
cg12274479,cg00594952,HJURP,cg25943276,LOC286367,cg09061733,cg14833385,KCNIP2,KCNIP2,cg20070090,MESTIT1,cg22165175,GLP2R,cg04456238,TROAP,cg00619207,FXYD1,HSD17B13,C3orf50,cg25259754,cg12845808,cg05859264,LOC286367,KLB,CA4,ANLN,LOC286367
cg24625388,cg02691091,DLGAP5,LPL,SCARA5,cg18940763,cg25902889,HPSE2,PBK,cg16772207,cg00548268,cg04598121,GLRA4,cg02589695,PBK,cg15528736,TRPM3,AQP7P1,cg18081258,PALMD,cg15739437,cg25691167,cg18081258,TPX2,cg23317501,FIGF,cg18081258
cg26924825,cg03003745,B3GALT1,GSN,PPAP2B,LRRC2,cg17397493,EPB42,LPL,cg08886154,cg19946699,cg03003745,GLYAT,cg15895197,HSD17B6,cg14696870,cg15791248,CEP68,SIK2,cg25691167,PAPPA2,PAPPA2,cg27390220,SORBS1,cg02164046,CAV1,cg27390220
C7orf41,cg05859264,WDR62,cg13311440,cg15787039,cg04456238,cg05127924,EBF1,SDPR,cg11213150,cg26353877,cg02100848,GPAM,C1QTNF9,EPB42,cg11213150,cg00619207,SPTBN1,cg25943276,ARHGAP20,cg19264571,cg25259754,ITIH5,PYGM,PAMR1,cg14726637,ITIH5
cg25384595,cg03109316,SPTBN1,LOC728264,cg00619207,DPP6,cg18680834,LPL,ARHGAP20,cg19797376,LYVE1,cg25691167,GPR146,PAQR4,TPX2,NUF2,cg02989940,MYOC,cg14696870,cg13288195,DMD,LMOD1,PAQR4,RYR3,cg08191854,CD300LG,PAQR4
LEP,cg05828624,KCNIP2,HSPB6,cg04456238,cg03109316,cg01335367,PBK,HPSE2,cg05886367,NUF2,cg08047907,GSN,DPP6,ADH1A,SIK2,cg09340639,cg25391023,cg22289837,SPC25,cg24884084,cg24408313,cg04456238,MELK,cg11213150,CA4,cg04456238
CEP55,cg05606799,ACVR1C,LRRC2,cg21504624,cg08947964,cg19946699,TPX2,SIK2,cg16456919,cg12006284,cg14175438,GTSE1,cg11394785,GSN,LHCGR,cg24625388,cg24625388,cg02131853,cg04456238,cg24625388,cg07651914,LYVE1,SLC35A2,cg02691091,cg18940763,LYVE1
cg11052143,cg05538432,CD300LG,cg10660256,ITIH5,cg27015047,cg09847584,ADH1A,TPX2,cg07651914,cg16772207,cg10266490,GYS2,LOC728264,DPP6,cg19264571,cg01958189,cg02131853,cg11003133,cg22165175,GPAM,cg11521325,AQP7P1,TK1,HPSE2,LMOD1,AQP7P1
HMMR,cg05485060,TROAP,cg11172423,BTNL9,FIGF,cg15895197,GSN,ADH1A,cg15701111,ANGPT4,cg07660236,H2AFY,cg23317501,BTNL9,ANGPT4,KIF4A,cg18081258,PALMD,cg00619207,SPC25,cg03602500,cg25033144,KIF18B,SLC35A2,cg12845808,cg25033144
cg19797376,cg05440289,PBK,cg05859264,CAV1,GSN,cg18462653,DPP6,GSN,cg02254461,LOC55908,cg17214107,HEPACAM,cg10667970,ABCA10,cg12845808,cg23458892,PALMD,LYVE1,SLC17A7,cg13288195,AQP7P1,cg21902327,C16orf59,cg12845808,FAM13A,cg21902327
SLC17A7,cg05127924,EPB42,cg16772207,MYOM1,MRAP,cg02254461,BTNL9,DPP6,cg14387505,cg05859264,cg10221736,HEPN1,NIPSNAP3B,DTL,TK1,LOC729467,cg19205533,SPTBN1,cg07651914,SPTBN1,PDE2A,cg21949305,ARHGAP20,ATOH8,cg04456238,cg21949305
