MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
cg02595219,cg03003745,cg00840516,cg17939444,CASC3,ASCL1,ERI3,cg12052765,MID1IP1,SLC6A12,SLC6A12,LINC00507,FOXO4,ERBIN,FOXO4,FZD9,NRIP2,OLMALINC,cg15517609,cg15127733,LINC00926,CEDORA,LY86-AS1,PLEKHB1,DOCK5,LINC01736,PADI2
cg02489552,cg02932167,ANLN,ERI3,MTMR10,ZNF441,cg27104271,PLEKHB1,KLHL5,cg12845808,KIF5A,cg22672790,FZD9,PLEKHM2,FZD9,METTL1,cg15127733,cg07193504,cg18986273,CEDORA,CDK18,cg12845808,cg21301148,PLEKHM2,cg13043509,cg04451770,cg02008416
cg02397720,cg02654291,NPTXR,ZNF441,MAP4K4,SLC38A2,CDK18,cg02489552,LINC00507,cg12793610,cg12845808,DOCK5,GAREM2,CEACAM16-AS1,GAREM2,cg12864235,PLEKHB1,CLMN,cg02010852,HSPB2,PRELP,CLMN,cg02008416,PPDPF,LINC01736,cg00466249,CDK18
cg02347487,cg02595219,cg02932167,AQP6,HSPA2,LINC03013,cg23674882,cg20483374,cg23616741,ZNF704,AIF1L,METTL1,GIPR,MTMR10,GIPR,SLC4A11,VASP,OR7A5,CSRP1,cg15517609,cg16361890,OLMALINC,cg00095526,GAREM2,LINC01485,cg07193504,cg19832721
cg02010852,cg02489552,cg09705062,SMIM3,DOCK1,ITPKB,cg12845808,cg09705062,cg13673514,CACNG3,cg02347487,cg00466249,GLI1,FFAR4,GLI1,LINC00926,GIPR,LINC00507,LINC00926,OLMALINC,LINC01736,HMGN2,MAP4K3-DT,FOXO4,SLC4A11,cg27104271,MAP4K3-DT
cg02008416,cg02397720,cg08578641,cg00095526,CPM,cg03400060,WSCD1,MAP4K3-DT,cg11126134,LY86-AS1,cg26832211,RHOQ,GPCPD1,DOCK1,GPCPD1,cg06220958,cg17939444,PADI2,PLEKHM2,CSRP1,RPSAP69,cg04983977,PADI2,KIF5B,METTL1,cg27146152,LY86-AS1
cg01869233,cg02347487,CDK18,cg21838334,cg22442730,LINC01664,CDK2AP1,MCM7,cg18986273,cg25076881,cg00466249,cg22442730,GPER1,KANK2,GPER1,CLMN,cg02010852,cg12864235,CEDORA,cg18986273,FZD9,cg02347487,KIF5A,MID1IP1,MPV17L2,cg20664201,cg15127733
cg01612158,cg02010852,cg14851685,PRELP,SASH1,cg26832211,MPV17L2,ICAM5,cg17692403,cg18986273,cg10923408,CARHSP1,HIGD1B,ITPKB,HIGD1B,DOCK1,LINC01007,MAP4K3-DT,cg06946880,cg06220958,cg18986273,C22orf46P,ARRDC2,GIPR,cg02654291,cg24134767,SASH1
cg00840516,cg02008416,PREX1,cg03400060,MPV17L2,cg15517609,cg00534274,KCNJ10,cg03972838,cg12981137,cg12981137,cg05232889,HMG20B,LNCBRM,HMG20B,CEDORA,SLC4A11,OR7E14P,PADI2,RPSAP69,cg26832211,cg14851685,LINC01664,CPM,cg11761535,cg24389347,cg22224704
cg00745735,cg01869233,LNCBRM,cg14600885,PTPRF,CLMN,ELP2,CSRP1,cg05512756,cg02347487,cg13334277,cg18669381,HMGN2,KIF13B,HMGN2,SAMD4A,ZNF652-AS1,cg24362726,cg15127733,SASH1,SAMD4A,cg21301148,CDK18,SMIM3,KLHL5,cg00727590,LINC01664
cg00727590,cg01612158,IQCK-AS1,cg20217872,CELF6,LY86-AS1,CCNO,cg19485804,cg24910675,cg22224704,CACNG3,cg24389347,HOPX,MXI1,HOPX,LINC00507,cg02489552,PRELP,SCG3,LINC01736,cg15127733,HSPB2,cg22224704,A2ML1,cg05429895,cg02010852,cg00095526
cg00597076,cg00840516,cg07193504,NUMBL,COL26A1,cg17826679,ARHGEF37,CCDC69,cg09152089,cg24623694,cg01869233,cg15517609,HPCA,GLI1,HPCA,ASCL1,cg23741330,cg26832211,cg27016307,WBP2,ARK2C,RPSAP69,cg24362726,PREX1,cg24362726,PADI2,ARRDC2
cg00534274,cg00777121,HMG20B,cg07193504,C22orf46P,cg26509022,cg00466249,TMEM107,cg16970828,cg05232889,cg18669381,CCDC69,HSPA2,TCF15,HSPA2,cg02654291,cg24362726,METTL1,ARK2C,ARK2C,CEDORA,LINC01485,OR7A5,ISYNA1,cg26832211,cg19832721,SLC4A11
cg00498305,cg00745735,cg21671476,cg05973262,SLC25A18,cg08578641,cg08548888,cg00466249,cg12793610,PNMA5,cg13547644,LY86-AS1,HSPB2,KIF5A,HSPB2,ANKRD19P,MCM7,ZNF704,ASCL1,cg26832211,SASH1,TRIP10,ASCL1,FAM107B,cg02347487,WSCD1,DOCK5
cg00466249,cg00727590,SLC6A9,HMG20B,PADI2,PHYHIP,CCDC69,cg08351331,cg18119407,cg23159337,LINC00507,cg02595219,ICAM5,FLT3LG,ICAM5,S100A4,TRIP10,S100A4,cg00095526,CLMN,WBP2,cg18986273,WBP2,CDK18,cg19832721,CMTM3,ASCL1
cg00204262,cg00597076,LINC01736,cg16604516,SLC5A11,LNCBRM,GIPR,PRELP,cg27146152,KIF5A,cg05232889,cg12981137,INPP5D,CASC3,INPP5D,cg16361890,cg22282672,LDLRAP1,MAP4K3-DT,cg02654291,cg00095526,cg05973262,LINC01736,NDE1,TIMELESS,cg12793610,cg24134767
cg00174500,cg00534274,AIF1L,cg23477967,KCNJ10,LINC01485,LINC03013,MPV17L2,cg22672790,cg00466249,SYT5,ZNF652-AS1,INPPL1,cg12845808,INPPL1,CDK2AP1,LINC00926,cg27104271,DOCK1,LY86-AS1,cg06220958,cg00498305,SLC4A11,SLC43A3,KIF5A,cg09222115,LINC00926
ADIPOR2,cg00498305,OR7A5,ODC1,HOPX,FAM107B,cg00204262,WSCD1,cg09222115,cg24389347,CCNO,PADI2,IP6K3,LINC01664,IP6K3,KIF13B,RIPOR3,cg12793610,KIF13B,cg11761535,CSRP1,cg02654291,cg24134767,MYOT,cg10923408,cg13547644,C22orf46P
ZNF704,cg00466249,YBX2,cg17071957,SCN3B,cg15780361,cg17071957,cg03852570,cg03870261,cg22534509,cg24623694,cg10923408,IQCK-AS1,LINC01736,IQCK-AS1,RIPOR3,cg12845808,SASH1,cg16361890,ANKRD40,cg22224704,RIPOR3,DOCK5,ANKRD19P,cg04451770,cg27016307,cg13334277
ZNF652-AS1,cg00204262,cg04451770,TEAD2,IQGAP1,ARK2C,cg27243140,MAST3,cg20870559,OR7A5,ZNF704,CCNO,IQGAP1,ZBBX,IQGAP1,FAM107B,cg20870559,ARK2C,RPSAP69,cg04983977,PADI2,cg13334277,cg13334277,CEDORA,cg12981137,CCNO,WBP2
cg02932167,cg03389133,cg13043509,HIGD1B,ODC1,RIPOR3,MAST3,cg20744464,cg25947945,cg21062347,cg07193504,KIF5A,ISYNA1,cg22442730,ISYNA1,ITPKB,LINC00515,RPSAP69,ARHGEF37,METTL1,cg02010852,ARK2C,KIF13B,MAP4K4,cg13334277,IQCK-AS1,LINC01736
cg03003745,cg03453449,cg20664201,cg05670596,LINC00507,cg21062347,COL27A1,SCN3B,cg17928268,cg08351331,cg10942056,cg20744464,ITPKB,HOPX,ITPKB,NDE1,cg22442730,TEAD2,cg17253459,OR7A5,DOCK1,cg04451770,LINC00926,LINC01007,ZNF652-AS1,cg17398613,SCG3
cg03258472,cg06220958,cg25903497,cg27132814,GLI1,cg03852570,KIF5A,ANKRD19P,cg14435807,WSCD1,LY86-AS1,cg10942056,ITPRID2,OLMALINC,ITPRID2,cg22224704,LINC00310,cg11761535,cg02654291,cg22224704,METTL1,cg27104271,cg13043509,ODC1,CACNG3,ITPRID2,KIF13B
cg05050341,cg03852570,cg12845808,TGFBR3L,SYDE1,OR7A5,cg24362726,cg22472290,cg24101578,cg01869233,ZNF652-AS1,cg22534509,KANK2,SLC25A18,KANK2,WBP2,HMGN2,WBP2,cg22224704,RIPOR3,cg02654291,cg11761535,cg06946880,RIPOR3,cg01869233,LINC00515,cg24362726
cg05886367,cg06117855,CEP83,SMTN,ADIPOR2,TEAD2,cg18988110,cg16555388,cg00777121,cg00727590,cg00095526,cg08351331,KCNJ10,ZCCHC17,KCNJ10,PRELP,HIGD1B,C22orf46P,FZD9,KLHL5,ANKRD40,cg02932167,ANLN,KCNJ10,SLC25A18,cg19884658,MPV17L2
cg05697249,cg05973262,ITPKB,cg08775230,ICAM5,PADI2,cg05886367,cg12556134,cg26832211,NRIP2,METTL1,NRIP2,KCNJ16,RBP4,KCNJ16,ZNF704,cg11761535,cg20664201,DBI,cg00095526,CLMN,KLHL5,CARHSP1,IQCK-AS1,cg00498305,cg01869233,cg06946880
cg05670596,cg05898524,cg03258472,IQGAP1,TIMELESS,LINC00926,SLC6A9,GPER1,LGMN,ADORA2A,SLC44A1,TEAD2,KIF13B,HMG20B,KIF13B,DOCK5,LNCBRM,cg01869233,ELP2,cg13043509,LINC00507,ODC1,cg02932167,OR7E14P,HSPB2,cg23579062,CARHSP1
cg05668853,cg05886367,OR7E14P,cg12793610,PLEKHM2,GIPR,cg02008416,cg07412254,INPPL1,cg10923408,KIF13B,cg20664201,KIF5A,CELF6,KIF5A,DBI,cg14851685,CCNO,cg11761535,cg27146152,cg04983977,KIF5A,LDLRAP1,ATF7IP2,CARHSP1,cg05697249,cg02932167
