MORE:Ranker,MOGONET:Ranker,shap,lime,t_test,randomforest_feature_importance,xgb_feature_importance,rf_permutation_feature_importance,xgb_permutation_feature_importance,lasso,ridge,elasticnet,boruta,mannwhitneyu,svm_rfe,mean_rank,min_rank,median_rank,rra_rank,geom.mean_rank,stuart_rank,mra_rank,mean_weight,max_weight,median_weight,geom.mean_weight,ta_weight
TIMELESS,hsa-let-7e,CNN3-DT,APLN,AGPAT1,HSPB2,AQP6,cg24670715,MEIS3,cg20664201,hsa-miR-99a,cg16361890,AQP6,CARHSP1,hsa-miR-517c_hsa-miR-519a,SPACA6,ANLN,hsa-miR-146b-5p,hsa-miR-885-5p,AQP6,CCDC69,hsa-miR-548a-3p,cg16003238,cg22442730,cg24134767,PPDPF,cg16003238
hsa-miR-140-3p,hsa-let-7f,hsa-miR-146b-5p,cg09382492,PLEKHB1,FFAR4,cg07412254,ADORA2A,cg19485804,cg16361890,hsa-miR-548a-3p,hsa-miR-150,ARHGEF37,SLC4A11,hsa-miR-99b,cg12981137,S100A4,cg16003238,MEIS3,cg22442730,PTPRF,AQP6,APLN,PTPRF,APLN,cg16003238,cg12864235
SLC4A11,hsa-let-7g,hsa-miR-423-3p,GAREM2,MCM7,PTPRF,hsa-miR-132,GPCPD1,PTPRF,hsa-miR-548a-3p,SPACA6,cg20664201,ARK2C,S100A4,hsa-miR-431,cg19832721,PPDPF,CNN3-DT,SLC6A12,hsa-miR-146b-5p,SLC6A12,cg19832721,cg12864235,cg12845808,cg20664201,QDPR,cg11761535
hsa-miR-518e,hsa-let-7i,cg19832721,PTPRF,CDK2AP1,AQP6,hsa-miR-15b,cg05512756,QDPR,hsa-miR-423-3p,hsa-miR-1308,cg19832721,ARRDC2,MCM7,hsa-miR-95,SLC6A12,SLC6A12,PTPRF,PPDPF,ARRDC2,ARRDC2,PLEKHM2,cg11761535,ZNF652-AS1,RPL29,cg24362726,PTPRF
SLC25A18,hsa-miR-1,SLC30A3,cg08578641,ANLN,cg07412254,hsa-miR-329,hsa-miR-197,RPL29,QDPR,hsa-miR-129-3p,cg11761535,ASCL1,AGPAT1,hsa-miR-100,RPL29,PIEZO2,SPACA6,ARRDC2,PTPRF,AQP6,hsa-miR-423-3p,PTPRF,TRIP10,cg09656934,cg22398616,FFAR4
cg21960110,hsa-miR-100,hsa-miR-29a,cg07412254,KIF5B,PLEKHM2,hsa-miR-197,cg05382123,NRIP2,METTL1,cg12864235,hsa-miR-423-3p,ATF7IP2,ANKRD40,hsa-miR-504,hsa-miR-146b-5p,hsa-miR-29a,hsa-miR-29a,cg12981137,SPACA6,hsa-miR-146b-5p,ANLN,FFAR4,SPACA6,cg16361890,cg12864235,cg09705062
QDPR,hsa-miR-101,SLC6A12,DBI,GAREM2,CASC3,ODC1,cg18986273,cg02010852,hsa-miR-146b-5p,hsa-miR-132,cg09705062,C22orf46P,CDK2AP1,hsa-miR-1260,LINC01485,hsa-miR-30a,cg22442730,hsa-miR-146b-5p,cg19832721,MEIS3,SLC6A12,PPDPF,SLC6A12,hsa-miR-548a-3p,cg06690548,RPL29
cg00466249,cg27104271,cg16003238,OGA,QDPR,ANLN,SLC6A12,cg08775230,cg02347487,hsa-miR-150,cg21301148,hsa-miR-1912,CACNG3,GAREM2,hsa-miR-410,cg14851685,cg02489552,cg06690548,CMTM3,cg16003238,cg19832721,cg16361890,cg09705062,cg19832721,CCDC69,cg02654291,cg16361890
cg05697249,cg26832211,C22orf46P,cg02347487,TRIP10,LDLRAP1,cg22545356,MXI1,WBP2,hsa-miR-1308,hsa-let-7e,hsa-miR-132,CARHSP1,PLEKHB1,hsa-let-7i,CNN3-DT,FFAR4,cg12864235,LINC01485,MEIS3,SPACA6,hsa-miR-1308,RPL29,SLC4A11,cg16003238,cg09705062,CCDC69
cg12981137,hsa-miR-106a_hsa-miR-17,cg02489552,ASCL1,AQP6,RPSAP69,hsa-miR-484,hsa-miR-891b,hsa-miR-140-3p,hsa-miR-660,cg16361890,hsa-miR-1308,CASC3,CSRP1,hsa-miR-99a,APLN,SMIM10L2A,FFAR4,CNN3-DT,CNN3-DT,CNN3-DT,MCM7,cg16361890,SLC43A3,PPDPF,MEIS3,cg19485804
hsa-miR-376c,cg26509022,hsa-miR-885-5p,MCM7,SMIM3,MCM7,QDPR,cg20692569,SLC6A12,cg11761535,cg24134767,hsa-let-7e,CCDC69,FOXO4,hsa-miR-25,HSPB2,hsa-miR-448,cg24362726,cg12845808,hsa-miR-29a,RPL29,QDPR,CCDC69,SASH1,hsa-miR-423-3p,hsa-miR-29a,APLN
cg19954000,cg24365867,cg24362726,SCG3,SLC4A11,COL27A1,DOCK1,COL27A1,SLC4A11,CEDORA,cg09705062,hsa-miR-378,CCKBR,AQP6,hsa-miR-19b,CMTM3,CCDC69,cg00745735,hsa-miR-29a,ANLN,hsa-miR-29a,cg11761535,cg19485804,S100A4,MEIS3,CNN3-DT,cg24362726
hsa-miR-494,cg24389347,kshv-miR-K12-4-5p,CEP83,MYOT,MPV17L2,hsa-miR-656,RIPOR3,cg00095526,hsa-miR-1912,cg15517609,cg12864235,CCNO,KIF5B,hsa-miR-34a,cg11761535,AQP6,ANLN,cg12864235,RPL29,CMTM3,PTPRF,cg24362726,RPL29,cg13334277,hsa-miR-548a-3p,MEIS3
cg15780361,cg24525573,PTPRF,cg22398616,S100A4,cg08578641,cg17465304,hsa-miR-106a_hsa-miR-17,CDK18,cg12864235,hsa-miR-106a_hsa-miR-17,FFAR4,CDH22,MID1IP1,hsa-miR-520e,cg02654291,SPACA6,cg22398616,SPACA6,FFAR4,cg12864235,cg12864235,MEIS3,QDPR,hsa-miR-129-3p,cg11761535,hsa-miR-29a
cg17928268,cg24623694,cg02347487,ATF7IP2,APLN,LY86-AS1,cg01612158,PRR13,hsa-miR-191,cg09705062,hsa-miR-150,hsa-miR-129-3p,CDK18,MEIS3,hsa-miR-146b-5p,cg06690548,ebv-miR-BART2-5p,cg19485804,cg06690548,cg12864235,cg06690548,MEIS3,cg06690548,hsa-miR-1308,hsa-miR-34a,cg15517609,cg06690548
hsa-miR-34a,cg24670715,cg09705062,ARK2C,HMGN2,cg16003238,cg15626350,cg11052143,hsa-miR-146b-5p,FFAR4,hsa-miR-378,cg09656934,CDK2AP1,QDPR,hsa-miR-335,AQP6,hsa-miR-99a,cg12845808,cg02654291,cg11761535,cg11761535,cg09705062,hsa-miR-29a,MAP4K3-DT,cg23159337,cg18986273,PPDPF
AIF1L,cg24765079,hsa-miR-504,PLEKHM2,RPSAP69,KIF5A,hsa-miR-98,cg23477967,hsa-miR-516a-3p,cg23159337,kshv-miR-K12-4-5p,cg23159337,CEACAM16-AS1,GIPR,hsa-miR-484,hsa-miR-29a,hsa-miR-34a,cg09705062,cg19832721,CMTM3,cg02654291,FFAR4,CNN3-DT,hsa-miR-146b-5p,hsa-miR-99a,cg16361890,hsa-miR-375
KIF13B,cg24910675,cg06220958,ICAM5,FAM107B,HMGN2,cg18988110,cg16003238,cg13334277,hsa-miR-33a,cg24362726,kshv-miR-K12-4-5p,CEDORA,RPSAP69,hsa-miR-375,cg12864235,cg10313673,cg02654291,FLT3LG,cg09705062,LINC01485,PRELP,hsa-miR-375,hsa-miR-34a,hsa-miR-1308,hsa-miR-34a,hsa-miR-99a
SCN3B,cg25076881,hsa-miR-203,cg24765079,PREX1,cg15780361,cg12864235,SASH1,cg05668853,OLMALINC,hsa-miR-1912,hsa-miR-660,CELF6,CPM,hsa-miR-744,A2ML1,NRIP2,ODC1,hsa-miR-30a,hsa-miR-548a-3p,HSPB2,SPACA6,hsa-miR-99a,hsa-miR-29a,cg12864235,hsa-miR-1,cg09656934
hsa-miR-107,cg25277950,hsa-miR-378,PRELP,ANKRD19P,MAST3,hsa-miR-139-5p,cg08548888,NDE1,cg27104271,cg09656934,RPL29,CEP83,A2ML1,hsa-miR-149,cg19485804,cg03870261,hsa-miR-885-5p,HSPB2,cg06690548,ANLN,cg16003238,cg02654291,hsa-miR-885-5p,cg09705062,hsa-miR-1308,cg02654291
MYOT,cg25903497,hsa-miR-517c_hsa-miR-519a,cg24362726,ANKRD40,SCG3,WSCD1,cg00095526,SLC30A3,ZNF652-AS1,cg20664201,QDPR,CHID1,PREX1,hsa-miR-200a,cg24765079,PRELP,RPL29,cg24362726,A2ML1,FFAR4,kshv-miR-K12-4-5p,cg09656934,hsa-miR-548a-3p,hsa-miR-375,hsa-miR-129-3p,AQP6
hsa-miR-324-5p,cg25947945,ASCL1,EZR,MID1IP1,ITPKB,hsa-miR-126,hsa-miR-199a-5p,hsa-miR-34a,cg22398616,CNN3-DT,hsa-miR-29a,CHRNA2,LINC00926,hsa-miR-193b,cg09705062,cg19832721,cg15517609,cg14851685,cg19485804,cg14851685,hsa-miR-30a,AQP6,hsa-miR-375,cg11761535,ZNF652-AS1,hsa-miR-548a-3p
SMIM10L2A,cg25982743,hsa-miR-375,cg16361890,CMTM3,QDPR,hsa-miR-140-5p,cg24765079,cg19832721,hsa-miR-378,hsa-miR-767-5p,cg19485804,CLMN,ISYNA1,hsa-miR-24,ARRDC2,MEIS3,CMTM3,FFAR4,cg24362726,cg09705062,RPL29,hsa-miR-548a-3p,cg12864235,QDPR,hsa-miR-423-3p,DBI
hsv1-miR-H8,cg26090652,cg06690548,SLC25A18,RIPOR3,A2ML1,cg22442730,GAREM2,cg04983977,cg22442730,cg23159337,cg21301148,CMTM3,HMGN2,hsa-miR-30e,cg24362726,MAP4K3-DT,cg09656934,MCM7,cg02654291,cg19485804,S100A4,cg00745735,cg06220958,hsa-miR-29a,cg14851685,cg22398616
hsa-miR-219-5p,cg26143719,LINC01485,cg02489552,MXI1,AGPAT1,CLMN,DNAJC18,SLC5A11,cg06690548,cg05973262,cg19504245,CNN3-DT,FAM107B,hsa-miR-34b,ODC1,SLC6A9,cg02008416,RPL29,HSPB2,cg12845808,CNN3-DT,DBI,cg12981137,hsa-miR-125a-5p,cg12845808,cg00745735
hsa-miR-181c,cg26200585,cg05668853,AIF1L,CDK18,cg02347487,PLEKHM2,ZCCHC17,hsa-miR-769-5p,hsa-miR-525-5p,hsa-miR-660,METTL1,COL26A1,CDK18,hsa-miR-451,CLMN,FZD9,cg19832721,hsa-miR-125a-5p,cg16361890,cg24362726,hsa-miR-378,cg22398616,CMTM3,cg21301148,hsa-miR-33a,ARRDC2
cg24910675,hsa-miR-103,ANLN,PLEKHB1,SLC25A48,CARHSP1,cg13043509,TMEM107,PPDPF,cg21301148,hsa-miR-29a,DBI,COL27A1,NDE1,hsa-miR-31,cg22398616,ASCL1,A2ML1,cg24765079,hsa-miR-125a-5p,hsa-miR-548a-3p,SLC4A11,ARRDC2,OLMALINC,cg00745735,cg09656934,A2ML1
hsa-miR-361-5p,hsa-miR-106b,cg22398616,cg13673514,LINC01007,CDK2AP1,APLN,TIMELESS,PHYHIP,cg09656934,cg19485804,cg05973262,CPM,SLC43A3,hsa-miR-377,FFAR4,cg25947945,HSPB2,cg00095526,cg22398616,cg22398616,cg24134767,hsa-miR-129-3p,ODC1,cg02654291,hsa-miR-375,hsa-miR-129-3p
hsv1-miR-H1,ADIPOR2,AQP6,KANK2,SMTN,PADI2,hsa-miR-660,SLC6A12,hsa-miR-522,kshv-miR-K12-4-5p,PADI2,cg22442730,CSRP1,MYOT,hsa-miR-148b,CCDC69,cg12052765,MEIS3,hsa-miR-548a-3p,SLC4A11,A2ML1,GAREM2,A2ML1,NRIP2,METTL1,cg00745735,CNN3-DT
ELP2,hsa-miR-1297,hsa-miR-150,KIF5A,FFAR4,ASCL1,hsa-miR-129-5p,cg09152089,cg14837165,hsa-miR-153,cg18986273,cg02008416,DBI,C22orf46P,hsa-miR-142-3p,ZNF652-AS1,hsa-miR-125a-5p,KIF5A,ODC1,ODC1,cg06220958,cg22442730,ZNF652-AS1,MEIS3,hsa-miR-150,cg19485804,ZNF652-AS1
hsa-miR-135a,hsa-miR-1305,S100A4,PCYOX1L,cg12845808,DBI,VEZF1,hsa-miR-584,cg00745735,DBI,hcmv-miR-UL70-3p,cg23616741,DNAJC18,ANKRD19P,hsa-miR-23b,hsa-miR-129-3p,hsa-miR-146b-5p,DBI,CLMN,hsa-miR-375,cg24765079,HMGN2,cg24134767,MCM7,cg02010852,RPL29,cg24134767
hsa-miR-664,hsa-miR-1308,QDPR,SYT5,ITPKB,CDH22,cg22398616,HMGN2,hsa-miR-488,hsa-miR-129-3p,DBI,cg06690548,DOCK1,MAP4K3-DT,hsa-miR-370,cg12845808,hsa-miR-423-3p,ZBBX,cg19485804,hsa-miR-34a,ODC1,AGPAT1,SLC6A12,hsa-miR-129-5p,hsa-miR-660,cg22545356,SLC6A12
cg15626350,hsa-miR-130b,cg18986273,cg19125606,RBP4,SPACA6,CCDC69,cg16604516,cg25277950,hsa-miR-34a,hsa-miR-375,hsa-miR-1,DOCK5,CEDORA,hsa-miR-128,FLT3LG,C22orf46P,cg18986273,cg22398616,cg24765079,FLT3LG,SLC6A9,cg20664201,LNCBRM,FZD9,CLMN,cg20664201
hsa-miR-1260,hsa-miR-132,hsa-miR-548a-3p,EMD,FOXO4,DYNC1LI2,hsa-miR-129-3p,VEZF1,LINC00926,cg23616741,hsa-miR-1246,cg22398616,DYNC1LI2,CNN3-DT,hsa-miR-1912,hsa-miR-34a,hsa-miR-31,ZNF652-AS1,cg09656934,S100A4,cg16361890,cg02347487,cg18986273,LINC00926,cg14851685,HSPB2,cg18986273
hsa-miR-132,hsa-miR-133a,ZNF652-AS1,cg12981137,OLMALINC,SLC6A12,hsa-miR-1246,FZD9,cg27016307,cg24362726,hsa-miR-125a-5p,hsa-miR-33a,ELP2,MAP4K4,hsa-miR-221,cg09656934,cg24134767,cg24765079,ebv-miR-BART8,hsa-miR-1308,hsa-miR-34a,hsa-miR-660,cg15517609,KIF5A,hsa-let-7i,AQP6,cg15517609
hsa-let-7g,hsa-miR-133b,hsa-miR-1,cg15517609,OR7E14P,cg04983977,PPDPF,WSCD1,cg12981137,CCNO,hsa-miR-1,CNN3-DT,EMD,CMTM3,hsa-miR-93,ANLN,cg20483374,HMGN2,cg00745735,ZNF652-AS1,hsa-miR-125a-5p,CDK18,hsa-miR-34a,ITPKB,cg22442730,LINC01485,hsa-miR-34a
SLC25A48,hsa-miR-135a,hsa-miR-199a-5p,cg10978355,NDE1,cg02489552,RASSF2,SMIM3,hsa-miR-206,cg15127733,hsa-miR-148b,hsa-miR-525-5p,ERBIN,SMIM3,hsa-miR-346,cg06220958,hsa-miR-375,CLMN,ANLN,cg06220958,hsa-miR-375,CARHSP1,cg02008416,HSPB2,cg02008416,cg02008416,cg02008416
hsa-miR-139-5p,hsa-miR-137,hsa-miR-656,TMEM59L,PRKCG,cg12845808,KCNJ16,cg09656934,cg02654291,CLMN,hsa-miR-548j,ebv-miR-BART2-5p,ERFE,LINC01007,hsa-miR-194,cg02008416,RPL29,hsa-miR-1246,PRELP,AGPAT1,hsa-miR-1308,cg21301148,cg14851685,cg08578641,CEDORA,hsa-miR-1246,cg14851685
cg15984661,hsa-miR-138,hsa-miR-34a,AGPAT1,KIF5A,cg09656934,hsa-miR-190b,cg06220958,cg14851685,cg16003238,cg00745735,hsa-miR-106a_hsa-miR-17,ERI3,TRIP10,hsa-miR-487b,SLC4A11,MPV17L2,cg11761535,hsa-miR-423-3p,HMGN2,cg09656934,hsa-miR-29a,hsa-miR-423-3p,CNN3-DT,cg23616741,ebv-miR-BART8,hsa-miR-423-3p
TAC3,hsa-miR-139-5p,cg12052765,hsa-miR-1275,CEDORA,hsa-miR-146b-5p,MXI1,cg21494776,LINC01736,A2ML1,cg24765079,cg00745735,EZR,ODC1,hsa-miR-485-5p,cg18986273,cg15780361,PADI2,cg09705062,cg09656934,CLMN,cg22398616,cg21301148,PPDPF,cg19504245,CMTM3,cg21301148
ISYNA1,hsa-miR-140-3p,cg18988110,LINC01664,SLC43A3,NUMBL,hsa-miR-361-3p,hsa-miR-488,ITPRID2,cg19485804,cg07193504,cg15517609,FAM107B,PTPRF,hsa-miR-590-5p,ebv-miR-BART8,hsa-miR-548a-3p,MAP4K3-DT,ZBBX,cg12845808,hsa-miR-30a,CDK2AP1,cg24765079,HMGN2,cg00095526,cg13334277,cg24765079
hsa-miR-767-5p,hsa-miR-140-5p,ARRDC2,hsa-miR-433,ISYNA1,cg14851685,cg06690548,HPCA,hsa-let-7i,hsa-miR-516a-3p,hsa-miR-520e,ZNF652-AS1,FANCC,RIPOR3,hsa-miR-203,cg00095526,cg02654291,LINC01485,cg11761535,cg14851685,ZNF652-AS1,hsa-miR-150,cg12845808,CDK2AP1,cg06690548,hsa-miR-34b,CMTM3
hsa-miR-454,hsa-miR-142-3p,hsa-miR-660,cg19485804,HSPB2,cg16604516,hsa-miR-296-5p,SLC4A11,hsa-miR-873,hsa-miR-29a,hsa-miR-149,CEDORA,FFAR4,KCNJ10,hsa-miR-320a,hsa-miR-33a,MRAS,SLC4A11,SLC6A9,hsa-miR-423-3p,SLC4A11,ASCL1,OLMALINC,ANLN,DBI,hsa-miR-99a,cg12845808
hsa-miR-520e,hsa-miR-143,hsa-miR-99b,MAST3,LINC01736,MTMR10,MAP4K4,AGPAT1,cg02008416,hsa-miR-375,hsa-miR-199b-5p,hsa-miR-34a,FLT3LG,IQCK-AS1,hsa-miR-15b,hsa-miR-375,CARHSP1,PLEKHB1,cg16361890,MAP4K3-DT,hsa-miR-129-3p,cg02489552,CLMN,cg02489552,hsa-miR-1,hsa-miR-516a-3p,CLMN
HOPX,hsa-miR-145,cg27104271,CARHSP1,ERBIN,GIPR,hsa-miR-200a,PLEKHB1,CDH22,cg19504245,cg15127733,cg16003238,FOXO4,OR7E14P,hsa-miR-548a-3p,cg15517609,hsa-let-7e,cg14851685,PADI2,DBI,cg00095526,DBI,CMTM3,hsa-miR-1,hsa-miR-199b-5p,hsa-miR-660,OLMALINC
GPER1,hsa-miR-1299,hsa-miR-206,hsa-miR-33a,A2ML1,cg09382492,cg17939444,ANLN,hsa-miR-199b-5p,CNN3-DT,cg00727590,cg00466249,FZD9,ATF7IP2,hsa-miR-450b-5p,MAP4K3-DT,hsa-miR-1,cg02489552,hsa-miR-660,hsa-miR-129-3p,AGPAT1,cg06690548,CEDORA,CCDC69,cg24362726,hsa-miR-150,CEDORA
cg11504740,hsa-miR-129-5p,PHYHIP,HSPB2,CASC3,ODC1,hsa-miR-487b,CEP83,cg24362726,PTPRF,cg02010852,CCNO,GAREM2,ERBIN,hsa-miR-33a,OLMALINC,A2ML1,ebv-miR-BART8,A2ML1,PRELP,PRELP,hsa-miR-375,LINC01485,PLEKHM2,hsa-miR-33a,kshv-miR-K12-4-5p,LINC01485
cg26090652,hsa-miR-107,cg13673514,cg15127733,MTMR10,CSRP1,HMGN2,hsa-miR-10a,hsa-miR-139-5p,hsa-miR-106a_hsa-miR-17,QDPR,hsa-miR-127-3p,GIPR,PLEKHM2,hsa-miR-656,ZBBX,cg20300246,hsa-miR-129-3p,AGPAT1,cg00745735,hsa-miR-423-3p,hsa-miR-129-3p,cg15127733,hsa-miR-125a-5p,CNN3-DT,ZBBX,cg15127733
hsa-miR-153,hsa-miR-129-3p,cg05050341,TMEM132E-DT,MAP4K4,cg06946880,hsa-miR-218,RHOQ,cg16003238,hsa-miR-127-3p,hsa-miR-361-3p,cg00727590,GLI1,CEACAM16-AS1,hsa-miR-1266,hsa-miR-548a-3p,cg19884658,OLMALINC,hsa-miR-129-3p,PLEKHB1,S100A4,ZNF652-AS1,METTL1,AGPAT1,LINC01485,cg27104271,ODC1
hsa-miR-496,hsa-miR-10a,SPACA6,cg11052143,HSPA2,GLI1,cg20664201,LGMN,hsa-miR-99b,hsa-let-7i,cg18988110,OLMALINC,GPCPD1,MTMR10,hsa-miR-133a,SCG3,cg00745735,FZD9,cg06220958,LINC01485,DBI,cg24362726,ODC1,PRELP,hsa-miR-1912,hsa-miR-448,hsa-miR-1308
cg20300246,hsa-miR-10b,cg13043509,NUMBL,DOCK1,CNN3-DT,cg08578641,AIF1L,LINC01485,hcmv-miR-UL70-3p,hsa-miR-525-5p,hcmv-miR-UL70-3p,GPER1,FFAR4,hsa-miR-29c,cg13334277,cg11761535,hsa-miR-448,hsa-miR-433,hsa-miR-99a,MAP4K3-DT,hsa-miR-1,hsa-miR-1308,APLN,PTPRF,hsa-miR-199b-5p,cg23159337
hsa-miR-31,hsa-miR-1180,cg00727590,CEACAM16-AS1,CPM,PCYOX1L,hsa-miR-433,CHID1,COL27A1,hsa-miR-132,hsa-miR-34a,cg15127733,HIGD1B,DOCK1,hsa-miR-379,cg16361890,CSRP1,SCG3,hsa-miR-1308,cg02489552,cg07412254,CMTM3,cg23159337,AQP6,A2ML1,METTL1,cg19504245
TGFBR3L,hsa-miR-122,PPDPF,cg22442730,cg22442730,GAREM2,cg18986273,hsa-miR-29a,cg11761535,cg02008416,hsa-miR-329,hsa-miR-375,HMG20B,KANK2,hsa-miR-874,hsa-miR-1,cg06637893,hsa-miR-516a-3p,DBI,cg18986273,MCM7,cg12845808,cg19504245,ARRDC2,cg15517609,hsa-miR-484,ZBBX
cg24389347,hsa-miR-1246,cg12864235,cg08727202,SASH1,cg03400060,ZNF704,cg02654291,hsa-miR-10a,hsa-miR-133a,cg06690548,cg00777121,HMGN2,ITPKB,hsa-miR-1246,DBI,CDK2AP1,CEP83,SLC4A11,hsa-miR-30a,HMGN2,cg09656934,ZBBX,ASCL1,hsa-miR-30a,hsa-miR-329,cg13334277
EMD,hsa-miR-125a-5p,hsa-miR-34b,hsa-miR-504,MPV17L2,cg08775230,hsa-miR-590-5p,cg14851685,hsa-miR-135a,cg01869233,YBX2,hsa-miR-767-5p,HOPX,LNCBRM,hsa-miR-16,hsa-miR-34b,cg16003238,LNCBRM,HMGN2,OLMALINC,ebv-miR-BART8,hsa-miR-34a,FZD9,C22orf46P,SLC6A12,FLT3LG,FZD9
hsa-miR-582-5p,hsa-miR-125b,INPP5D,TIMELESS,PTPRF,hsa-miR-504,TIMELESS,IP6K3,hsa-miR-149,cg12845808,cg23616741,hsa-miR-153,HPCA,KIF13B,hsa-miR-218,hsa-miR-1308,CDK18,cg16361890,cg15517609,hsa-miR-1,cg18986273,KIF5A,LNCBRM,CARHSP1,cg22398616,hsa-miR-133a,LNCBRM
hsa-miR-25,hsa-miR-126,hsa-miR-516a-3p,cg06690548,CELF6,NDE1,ERBIN,cg02595219,hsa-miR-381,hsa-miR-1,hsa-miR-34b,cg24362726,HSPA2,MXI1,hsa-miR-1275,CEACAM16-AS1,hsa-miR-1308,RPSAP69,hsa-miR-34b,CLMN,cg00745735,hsa-miR-106a_hsa-miR-17,cg13334277,PLEKHB1,ITPRID2,hsa-miR-425,hsa-miR-1912
hsa-miR-640,hsa-miR-1260,LINC03013,SLC4A11,COL26A1,cg24362726,cg12981137,cg17398613,AIF1L,cg00777121,FFAR4,hsa-miR-516a-3p,HSPB2,GLI1,hsa-miR-1299,WSCD1,HSPB2,hsa-miR-34a,kshv-miR-K12-4-5p,MCM7,ZBBX,cg19485804,hsa-miR-1912,ANKRD40,AQP6,OLMALINC,HSPB2
